wavenumber_cm-1,reflectance_osc_%,baseline_%,dc_%
1649.299000,0.044673,17.109426,0.052467
1649.781000,0.046881,17.104001,0.052467
1650.263000,0.050298,17.098482,0.052467
1650.745000,0.050755,17.092869,0.052467
1651.227000,0.046486,17.087164,0.052467
1651.709000,0.038219,17.081368,0.052467
1652.191000,0.026277,17.075481,0.052467
1652.673000,0.016042,17.069506,0.052467
1653.155000,0.006145,17.063442,0.052467
1653.637000,-0.004597,17.057292,0.052467
1654.119000,-0.011227,17.051056,0.052467
1654.601000,-0.014489,17.044735,0.052467
1655.083000,-0.014431,17.038331,0.052467
1655.565000,-0.006807,17.031845,0.052467
1656.047000,0.004105,17.025278,0.052467
1656.529000,0.016010,17.018630,0.052467
1657.011000,0.028771,17.011904,0.052467
1657.493000,0.038745,17.005101,0.052467
1657.975000,0.046390,16.998221,0.052467
1658.457000,0.051992,16.991265,0.052467
1658.939000,0.054311,16.984236,0.052467
1659.421000,0.056745,16.977133,0.052467
1659.903000,0.058172,16.969959,0.052467
1660.385000,0.055816,16.962715,0.052467
1660.867000,0.055303,16.955401,0.052467
1661.349000,0.053115,16.948020,0.052467
1661.831000,0.049616,16.940571,0.052467
1662.313000,0.049646,16.933058,0.052467
1662.795000,0.047949,16.925480,0.052467
1663.277000,0.046020,16.917839,0.052467
1663.759000,0.047207,16.910137,0.052467
1664.241000,0.050407,16.902374,0.052467
1664.723000,0.055490,16.894553,0.052467
1665.205000,0.061890,16.886674,0.052467
1665.687000,0.068730,16.878738,0.052467
1666.169000,0.076805,16.870748,0.052467
1666.651000,0.085206,16.862704,0.052467
1667.133000,0.091188,16.854609,0.052467
1667.615000,0.095291,16.846462,0.052467
1668.097000,0.097775,16.838266,0.052467
1668.579000,0.097618,16.830022,0.052467
1669.061000,0.096850,16.821731,0.052467
1669.543000,0.095561,16.813395,0.052467
1670.025000,0.093369,16.805016,0.052467
1670.507000,0.090638,16.796595,0.052467
1670.989000,0.086591,16.788133,0.052467
1671.471000,0.081962,16.779631,0.052467
1671.953000,0.075248,16.771093,0.052467
1672.435000,0.068575,16.762518,0.052467
1672.917000,0.060628,16.753908,0.052467
1673.399000,0.051878,16.745266,0.052467
1673.881000,0.043628,16.736592,0.052467
1674.363000,0.031647,16.727889,0.052467
1674.845000,0.021792,16.719157,0.052467
1675.327000,0.012647,16.710399,0.052467
1675.809000,0.006649,16.701615,0.052467
1676.291000,0.003408,16.692808,0.052467
1676.773000,0.000272,16.683980,0.052467
1677.255000,0.000195,16.675131,0.052467
1677.737000,0.000581,16.666264,0.052467
1678.219000,0.002019,16.657380,0.052467
1678.701000,0.005934,16.648480,0.052467
1679.183000,0.011240,16.639567,0.052467
1679.665000,0.015817,16.630642,0.052467
1680.147000,0.020464,16.621707,0.052467
1680.629000,0.023343,16.612763,0.052467
1681.111000,0.024766,16.603812,0.052467
1681.593000,0.026326,16.594856,0.052467
1682.075000,0.023520,16.585897,0.052467
1682.557000,0.019849,16.576935,0.052467
1683.039000,0.012911,16.567973,0.052467
1683.521000,0.004808,16.559013,0.052467
1684.003000,-0.003375,16.550056,0.052467
1684.485000,-0.013085,16.541104,0.052467
1684.967000,-0.022165,16.532159,0.052467
1685.449000,-0.027693,16.523222,0.052467
1685.931000,-0.031526,16.514295,0.052467
1686.413000,-0.033959,16.505380,0.052467
1686.895000,-0.035017,16.496479,0.052467
1687.377000,-0.034560,16.487593,0.052467
1687.859000,-0.031172,16.478724,0.052467
1688.341000,-0.029534,16.469875,0.052467
1688.823000,-0.029007,16.461045,0.052467
1689.305000,-0.026406,16.452239,0.052467
1689.787000,-0.024266,16.443456,0.052467
1690.269000,-0.023297,16.434699,0.052467
1690.751000,-0.022268,16.425970,0.052467
1691.233000,-0.022481,16.417270,0.052467
1691.715000,-0.023773,16.408601,0.052467
1692.197000,-0.020977,16.399965,0.052467
1692.679000,-0.018549,16.391364,0.052467
1693.161000,-0.016426,16.382800,0.052467
1693.643000,-0.014471,16.374273,0.052467
1694.125000,-0.012248,16.365787,0.052467
1694.607000,-0.009515,16.357342,0.052467
1695.089000,-0.005944,16.348941,0.052467
1695.571000,-0.000724,16.340586,0.052467
1696.053000,0.004560,16.332277,0.052467
1696.535000,0.011119,16.324018,0.052467
1697.017000,0.015517,16.315809,0.052467
1697.499000,0.016214,16.307653,0.052467
1697.981000,0.014565,16.299551,0.052467
1698.463000,0.009908,16.291506,0.052467
1698.945000,0.004492,16.283518,0.052467
1699.427000,-0.003965,16.275591,0.052467
1699.909000,-0.011663,16.267725,0.052467
1700.391000,-0.018768,16.259923,0.052467
1700.873000,-0.024918,16.252186,0.052467
1701.355000,-0.029456,16.244517,0.052467
1701.837000,-0.031807,16.236917,0.052467
1702.319000,-0.032950,16.229388,0.052467
1702.801000,-0.031474,16.221931,0.052467
1703.283000,-0.029051,16.214550,0.052467
1703.765000,-0.029406,16.207245,0.052467
1704.247000,-0.031123,16.200019,0.052467
1704.729000,-0.033049,16.192873,0.052467
1705.211000,-0.035218,16.185809,0.052467
1705.693000,-0.036077,16.178830,0.052467
1706.175000,-0.036566,16.171936,0.052467
1706.657000,-0.035725,16.165131,0.052467
1707.139000,-0.033985,16.158415,0.052467
1707.621000,-0.030578,16.151791,0.052467
1708.103000,-0.027229,16.145260,0.052467
1708.585000,-0.023257,16.138825,0.052467
1709.067000,-0.018272,16.132487,0.052467
1709.549000,-0.013279,16.126248,0.052467
1710.031000,-0.010251,16.120111,0.052467
1710.513000,-0.007327,16.114077,0.052467
1710.995000,-0.003715,16.108147,0.052467
1711.477000,-0.000039,16.102324,0.052467
1711.959000,0.006016,16.096610,0.052467
1712.441000,0.011710,16.091007,0.052467
1712.923000,0.017359,16.085517,0.052467
1713.405000,0.021189,16.080140,0.052467
1713.887000,0.026780,16.074881,0.052467
1714.369000,0.031759,16.069740,0.052467
1714.851000,0.033576,16.064719,0.052467
1715.333000,0.032445,16.059820,0.052467
1715.815000,0.026619,16.055046,0.052467
1716.297000,0.014905,16.050398,0.052467
1716.779000,0.001315,16.045878,0.052467
1717.261000,-0.012807,16.041489,0.052467
1717.743000,-0.026935,16.037232,0.052467
1718.225000,-0.040805,16.033109,0.052467
1718.707000,-0.052971,16.029122,0.052467
1719.189000,-0.061547,16.025274,0.052467
1719.671000,-0.066698,16.021566,0.052467
1720.153000,-0.070061,16.017999,0.052467
1720.635000,-0.067520,16.014576,0.052467
1721.117000,-0.062643,16.011297,0.052467
1721.599000,-0.057549,16.008165,0.052467
1722.081000,-0.053321,16.005180,0.052467
1722.563000,-0.050882,16.002343,0.052467
1723.045000,-0.049814,15.999655,0.052467
1723.527000,-0.048998,15.997118,0.052467
1724.009000,-0.048186,15.994732,0.052467
1724.491000,-0.049076,15.992499,0.052467
1724.973000,-0.050961,15.990420,0.052467
1725.455000,-0.052675,15.988496,0.052467
1725.937000,-0.052621,15.986728,0.052467
1726.419000,-0.052583,15.985116,0.052467
1726.901000,-0.052336,15.983663,0.052467
1727.383000,-0.049918,15.982369,0.052467
1727.865000,-0.046742,15.981235,0.052467
1728.347000,-0.044217,15.980261,0.052467
1728.829000,-0.041772,15.979450,0.052467
1729.311000,-0.038634,15.978803,0.052467
1729.793000,-0.037445,15.978319,0.052467
1730.275000,-0.039528,15.978000,0.052467
1730.757000,-0.040780,15.977847,0.052467
1731.239000,-0.044561,15.977861,0.052467
1731.721000,-0.048378,15.978044,0.052467
1732.203000,-0.053358,15.978395,0.052467
1732.685000,-0.059668,15.978916,0.052467
1733.167000,-0.064982,15.979609,0.052467
1733.649000,-0.070779,15.980473,0.052467
1734.131000,-0.073947,15.981510,0.052467
1734.613000,-0.073589,15.982721,0.052467
1735.095000,-0.071397,15.984105,0.052467
1735.577000,-0.068340,15.985662,0.052467
1736.059000,-0.062525,15.987393,0.052467
1736.541000,-0.057294,15.989298,0.052467
1737.023000,-0.052127,15.991375,0.052467
1737.505000,-0.044170,15.993624,0.052467
1737.987000,-0.040040,15.996045,0.052467
1738.469000,-0.035743,15.998637,0.052467
1738.951000,-0.034751,16.001399,0.052467
1739.433000,-0.034950,16.004332,0.052467
1739.915000,-0.037329,16.007433,0.052467
1740.397000,-0.039692,16.010704,0.052467
1740.879000,-0.040655,16.014143,0.052467
1741.361000,-0.040653,16.017749,0.052467
1741.843000,-0.042714,16.021523,0.052467
1742.325000,-0.044618,16.025463,0.052467
1742.807000,-0.045846,16.029570,0.052467
1743.289000,-0.044532,16.033842,0.052467
1743.771000,-0.043258,16.038279,0.052467
1744.253000,-0.041601,16.042880,0.052467
1744.735000,-0.038586,16.047646,0.052467
1745.217000,-0.035142,16.052574,0.052467
1745.699000,-0.031621,16.057665,0.052467
1746.181000,-0.027755,16.062919,0.052467
1746.663000,-0.024207,16.068333,0.052467
1747.145000,-0.022057,16.073909,0.052467
1747.627000,-0.022689,16.079646,0.052467
1748.109000,-0.026966,16.085542,0.052467
1748.591000,-0.032399,16.091597,0.052467
1749.073000,-0.039308,16.097811,0.052467
1749.555000,-0.047576,16.104184,0.052467
1750.037000,-0.053143,16.110714,0.052467
1750.519000,-0.060677,16.117401,0.052467
1751.001000,-0.066790,16.124245,0.052467
1751.483000,-0.069359,16.131244,0.052467
1751.965000,-0.071000,16.138397,0.052467
1752.447000,-0.069822,16.145704,0.052467
1752.929000,-0.067345,16.153162,0.052467
1753.411000,-0.063221,16.160770,0.052467
1753.893000,-0.061818,16.168527,0.052467
1754.375000,-0.059358,16.176430,0.052467
1754.857000,-0.056609,16.184478,0.052467
1755.339000,-0.054644,16.192668,0.052467
1755.821000,-0.051904,16.201000,0.052467
1756.303000,-0.048670,16.209470,0.052467
1756.785000,-0.044540,16.218076,0.052467
1757.267000,-0.044117,16.226818,0.052467
1757.749000,-0.042717,16.235692,0.052467
1758.231000,-0.042943,16.244696,0.052467
1758.713000,-0.042247,16.253829,0.052467
1759.195000,-0.042396,16.263088,0.052467
1759.677000,-0.042387,16.272472,0.052467
1760.159000,-0.043655,16.281979,0.052467
1760.641000,-0.045074,16.291606,0.052467
1761.123000,-0.046053,16.301351,0.052467
1761.605000,-0.046571,16.311212,0.052467
1762.087000,-0.046430,16.321188,0.052467
1762.569000,-0.043253,16.331275,0.052467
1763.051000,-0.040666,16.341473,0.052467
1763.533000,-0.038126,16.351778,0.052467
1764.015000,-0.036334,16.362190,0.052467
1764.497000,-0.033859,16.372704,0.052467
1764.979000,-0.031660,16.383321,0.052467
1765.461000,-0.027940,16.394037,0.052467
1765.943000,-0.024983,16.404850,0.052467
1766.425000,-0.021549,16.415759,0.052467
1766.907000,-0.020602,16.426761,0.052467
1767.389000,-0.018829,16.437854,0.052467
1767.871000,-0.018419,16.449036,0.052467
1768.353000,-0.017291,16.460305,0.052467
1768.835000,-0.016174,16.471659,0.052467
1769.317000,-0.015669,16.483096,0.052467
1769.799000,-0.016380,16.494614,0.052467
1770.281000,-0.017893,16.506211,0.052467
1770.763000,-0.019102,16.517884,0.052467
1771.245000,-0.023180,16.529632,0.052467
1771.727000,-0.025137,16.541452,0.052467
1772.209000,-0.026577,16.553344,0.052467
1772.691000,-0.027741,16.565303,0.052467
1773.173000,-0.029082,16.577330,0.052467
1773.655000,-0.029606,16.589420,0.052467
1774.137000,-0.028812,16.601573,0.052467
1774.619000,-0.027877,16.613787,0.052467
1775.101000,-0.025333,16.626059,0.052467
1775.583000,-0.024347,16.638387,0.052467
1776.065000,-0.022606,16.650769,0.052467
1776.547000,-0.020505,16.663204,0.052467
1777.029000,-0.018192,16.675689,0.052467
1777.511000,-0.015757,16.688223,0.052467
1777.993000,-0.015966,16.700802,0.052467
1778.475000,-0.013920,16.713426,0.052467
1778.957000,-0.013762,16.726092,0.052467
1779.439000,-0.014501,16.738799,0.052467
1779.921000,-0.013759,16.751543,0.052467
1780.403000,-0.010788,16.764324,0.052467
1780.885000,-0.009203,16.777139,0.052467
1781.367000,-0.007380,16.789987,0.052467
1781.849000,-0.006634,16.802864,0.052467
1782.331000,-0.008136,16.815770,0.052467
1782.813000,-0.007539,16.828703,0.052467
1783.295000,-0.006028,16.841659,0.052467
1783.777000,-0.004519,16.854639,0.052467
1784.259000,-0.004961,16.867638,0.052467
1784.741000,-0.005549,16.880656,0.052467
1785.223000,-0.002654,16.893691,0.052467
1785.705000,-0.000467,16.906740,0.052467
1786.187000,0.003815,16.919802,0.052467
1786.669000,0.010685,16.932875,0.052467
1787.151000,0.018237,16.945957,0.052467
1787.633000,0.023640,16.959045,0.052467
1788.115000,0.029373,16.972139,0.052467
1788.597000,0.035288,16.985235,0.052467
1789.079000,0.041945,16.998333,0.052467
1789.561000,0.049777,17.011430,0.052467
1790.043000,0.054507,17.024525,0.052467
1790.525000,0.056415,17.037615,0.052467
1791.007000,0.058930,17.050698,0.052467
1791.489000,0.062376,17.063774,0.052467
1791.971000,0.066843,17.076839,0.052467
1792.453000,0.069051,17.089893,0.052467
1792.935000,0.070647,17.102933,0.052467
1793.417000,0.072397,17.115958,0.052467
1793.899000,0.073275,17.128965,0.052467
1794.381000,0.071715,17.141954,0.052467
1794.863000,0.070318,17.154921,0.052467
1795.345000,0.069755,17.167867,0.052467
1795.827000,0.069578,17.180787,0.052467
1796.309000,0.067887,17.193682,0.052467
1796.791000,0.064424,17.206549,0.052467
1797.273000,0.061490,17.219387,0.052467
1797.755000,0.061438,17.232194,0.052467
1798.237000,0.061496,17.244968,0.052467
1798.719000,0.062054,17.257707,0.052467
1799.201000,0.062110,17.270411,0.052467
1799.683000,0.064583,17.283076,0.052467
1800.165000,0.067569,17.295702,0.052467
1800.647000,0.070830,17.308288,0.052467
1801.129000,0.073848,17.320830,0.052467
1801.611000,0.076815,17.333329,0.052467
1802.093000,0.078131,17.345781,0.052467
1802.575000,0.079868,17.358186,0.052467
1803.057000,0.080530,17.370543,0.052467
1803.539000,0.080707,17.382849,0.052467
1804.021000,0.080589,17.395102,0.052467
1804.503000,0.080097,17.407303,0.052467
1804.985000,0.080377,17.419448,0.052467
1805.467000,0.079855,17.431537,0.052467
1805.949000,0.079396,17.443567,0.052467
1806.431000,0.078965,17.455539,0.052467
1806.913000,0.079205,17.467449,0.052467
1807.395000,0.080771,17.479297,0.052467
1807.877000,0.081708,17.491081,0.052467
1808.359000,0.081165,17.502800,0.052467
1808.841000,0.080322,17.514452,0.052467
1809.323000,0.080989,17.526036,0.052467
1809.805000,0.080997,17.537551,0.052467
1810.287000,0.079800,17.548996,0.052467
1810.769000,0.080219,17.560368,0.052467
1811.251000,0.082199,17.571667,0.052467
1811.733000,0.085124,17.582891,0.052467
1812.215000,0.086243,17.594039,0.052467
1812.697000,0.087818,17.605109,0.052467
1813.179000,0.088192,17.616101,0.052467
1813.661000,0.091414,17.627013,0.052467
1814.143000,0.094826,17.637844,0.052467
1814.625000,0.095970,17.648593,0.052467
1815.107000,0.095467,17.659258,0.052467
1815.589000,0.097018,17.669838,0.052467
1816.071000,0.099870,17.680333,0.052467
1816.553000,0.099845,17.690740,0.052467
1817.035000,0.100806,17.701059,0.052467
1817.517000,0.103556,17.711288,0.052467
1817.999000,0.107223,17.721427,0.052467
1818.481000,0.108565,17.731474,0.052467
1818.963000,0.108889,17.741428,0.052467
1819.445000,0.108548,17.751288,0.052467
1819.927000,0.107668,17.761054,0.052467
1820.409000,0.107847,17.770723,0.052467
1820.891000,0.106615,17.780295,0.052467
1821.373000,0.103262,17.789769,0.052467
1821.855000,0.101210,17.799144,0.052467
1822.337000,0.101654,17.808419,0.052467
1822.819000,0.102060,17.817593,0.052467
1823.301000,0.100110,17.826665,0.052467
1823.783000,0.099756,17.835634,0.052467
1824.265000,0.100408,17.844499,0.052467
1824.747000,0.101966,17.853260,0.052467
1825.229000,0.102001,17.861914,0.052467
1825.711000,0.103088,17.870462,0.052467
1826.193000,0.103843,17.878903,0.052467
1826.675000,0.105692,17.887235,0.052467
1827.157000,0.106370,17.895459,0.052467
1827.639000,0.107384,17.903572,0.052467
1828.121000,0.108328,17.911575,0.052467
1828.603000,0.110231,17.919466,0.052467
1829.085000,0.112020,17.927244,0.052467
1829.567000,0.113949,17.934910,0.052467
1830.049000,0.115742,17.942462,0.052467
1830.531000,0.117455,17.949900,0.052467
1831.013000,0.119809,17.957222,0.052467
1831.495000,0.121290,17.964428,0.052467
1831.977000,0.122061,17.971518,0.052467
1832.459000,0.124218,17.978491,0.052467
1832.941000,0.125497,17.985345,0.052467
1833.423000,0.125921,17.992082,0.052467
1833.905000,0.126169,17.998699,0.052467
1834.387000,0.126268,18.005196,0.052467
1834.869000,0.124942,18.011574,0.052467
1835.351000,0.122619,18.017830,0.052467
1835.833000,0.120408,18.023965,0.052467
1836.315000,0.121479,18.029979,0.052467
1836.797000,0.120902,18.035870,0.052467
1837.279000,0.119568,18.041638,0.052467
1837.761000,0.116135,18.047284,0.052467
1838.243000,0.114014,18.052805,0.052467
1838.725000,0.113278,18.058202,0.052467
1839.207000,0.112974,18.063475,0.052467
1839.689000,0.111977,18.068623,0.052467
1840.171000,0.111105,18.073646,0.052467
1840.653000,0.111055,18.078543,0.052467
1841.135000,0.110093,18.083314,0.052467
1841.617000,0.109646,18.087959,0.052467
1842.099000,0.109287,18.092477,0.052467
1842.581000,0.108375,18.096869,0.052467
1843.063000,0.109581,18.101133,0.052467
1843.545000,0.109448,18.105269,0.052467
1844.027000,0.111204,18.109278,0.052467
1844.509000,0.112020,18.113159,0.052467
1844.991000,0.114477,18.116912,0.052467
1845.473000,0.116577,18.120537,0.052467
1845.955000,0.117568,18.124033,0.052467
1846.437000,0.116748,18.127400,0.052467
1846.919000,0.117470,18.130639,0.052467
1847.401000,0.119134,18.133749,0.052467
1847.883000,0.120642,18.136729,0.052467
1848.365000,0.118537,18.139581,0.052467
1848.847000,0.117273,18.142303,0.052467
1849.329000,0.115723,18.144896,0.052467
1849.811000,0.113454,18.147360,0.052467
1850.293000,0.111947,18.149694,0.052467
1850.775000,0.110099,18.151899,0.052467
1851.257000,0.104525,18.153975,0.052467
1851.739000,0.098879,18.155921,0.052467
1852.221000,0.094862,18.157738,0.052467
1852.703000,0.091417,18.159426,0.052467
1853.185000,0.088650,18.160984,0.052467
1853.667000,0.089275,18.162414,0.052467
1854.149000,0.090174,18.163714,0.052467
1854.631000,0.090114,18.164886,0.052467
1855.113000,0.089657,18.165929,0.052467
1855.595000,0.091436,18.166843,0.052467
1856.077000,0.093166,18.167629,0.052467
1856.559000,0.093715,18.168286,0.052467
1857.041000,0.094179,18.168815,0.052467
1857.523000,0.092914,18.169217,0.052467
1858.005000,0.091840,18.169491,0.052467
1858.487000,0.091207,18.169637,0.052467
1858.969000,0.092248,18.169656,0.052467
1859.451000,0.091584,18.169548,0.052467
1859.933000,0.091962,18.169313,0.052467
1860.415000,0.092932,18.168952,0.052467
1860.897000,0.094135,18.168465,0.052467
1861.379000,0.096183,18.167852,0.052467
1861.861000,0.098409,18.167114,0.052467
1862.343000,0.100730,18.166250,0.052467
1862.825000,0.103596,18.165262,0.052467
1863.307000,0.106975,18.164149,0.052467
1863.789000,0.111091,18.162912,0.052467
1864.271000,0.114729,18.161552,0.052467
1864.753000,0.120989,18.160068,0.052467
1865.235000,0.123876,18.158462,0.052467
1865.717000,0.127397,18.156734,0.052467
1866.199000,0.131093,18.154883,0.052467
1866.681000,0.132033,18.152911,0.052467
1867.163000,0.130479,18.150819,0.052467
1867.645000,0.126195,18.148606,0.052467
1868.127000,0.122020,18.146273,0.052467
1868.609000,0.117299,18.143821,0.052467
1869.091000,0.113883,18.141251,0.052467
1869.573000,0.110601,18.138563,0.052467
1870.055000,0.106291,18.135757,0.052467
1870.537000,0.102858,18.132834,0.052467
