wavenumber_cm-1,reflectance_osc_%
1659.903000,0.037895
1660.385000,0.036625
1660.867000,0.034420
1661.349000,0.033645
1661.831000,0.031527
1662.313000,0.028729
1662.795000,0.025408
1663.277000,0.021724
1663.759000,0.017416
1664.241000,0.016632
1664.723000,0.014180
1665.205000,0.012166
1665.687000,0.009381
1666.169000,0.006901
1666.651000,0.004837
1667.133000,0.003358
1667.615000,0.003739
1668.097000,0.004030
1668.579000,0.001981
1669.061000,-0.000237
1669.543000,-0.003027
1670.025000,-0.004433
1670.507000,-0.005268
1670.989000,-0.004583
1671.471000,-0.006108
1671.953000,-0.007965
1672.435000,-0.010768
1672.917000,-0.011842
1673.399000,-0.011854
1673.881000,-0.010648
1674.363000,-0.010019
1674.845000,-0.010803
1675.327000,-0.011469
1675.809000,-0.010875
1676.291000,-0.010158
1676.773000,-0.008590
1677.255000,-0.006795
1677.737000,-0.006410
1678.219000,-0.006782
1678.701000,-0.007379
1679.183000,-0.008577
1679.665000,-0.009578
1680.147000,-0.010803
1680.629000,-0.011037
1681.111000,-0.012766
1681.593000,-0.014427
1682.075000,-0.016012
1682.557000,-0.015603
1683.039000,-0.015578
1683.521000,-0.015317
1684.003000,-0.014559
1684.485000,-0.014494
1684.967000,-0.014156
1685.449000,-0.013153
1685.931000,-0.013916
1686.413000,-0.015049
1686.895000,-0.015734
1687.377000,-0.016337
1687.859000,-0.019492
1688.341000,-0.022249
1688.823000,-0.025654
1689.305000,-0.027929
1689.787000,-0.030598
1690.269000,-0.034127
1690.751000,-0.036451
1691.233000,-0.034482
1691.715000,-0.034405
1692.197000,-0.033031
1692.679000,-0.033253
1693.161000,-0.031965
1693.643000,-0.030906
1694.125000,-0.030058
1694.607000,-0.032038
1695.089000,-0.032760
1695.571000,-0.034115
1696.053000,-0.034114
1696.535000,-0.034856
1697.017000,-0.035153
1697.499000,-0.033623
1697.981000,-0.030367
1698.463000,-0.031028
1698.945000,-0.031187
1699.427000,-0.032666
1699.909000,-0.032896
1700.391000,-0.034238
1700.873000,-0.037795
1701.355000,-0.043848
1701.837000,-0.048306
1702.319000,-0.051776
1702.801000,-0.055682
1703.283000,-0.057746
1703.765000,-0.058516
1704.247000,-0.057718
1704.729000,-0.056403
1705.211000,-0.054105
1705.693000,-0.051711
1706.175000,-0.049443
1706.657000,-0.043881
1707.139000,-0.041120
1707.621000,-0.039514
1708.103000,-0.037918
1708.585000,-0.036692
1709.067000,-0.037179
1709.549000,-0.039516
1710.031000,-0.039807
1710.513000,-0.042503
1710.995000,-0.045403
1711.477000,-0.048890
1711.959000,-0.051836
1712.441000,-0.055245
1712.923000,-0.059891
1713.405000,-0.059166
1713.887000,-0.060014
1714.369000,-0.057874
1714.851000,-0.054750
1715.333000,-0.049572
1715.815000,-0.046780
1716.297000,-0.041386
1716.779000,-0.035107
1717.261000,-0.030723
1717.743000,-0.027000
1718.225000,-0.026447
1718.707000,-0.026350
1719.189000,-0.027001
1719.671000,-0.031173
1720.153000,-0.033460
1720.635000,-0.037553
1721.117000,-0.039598
1721.599000,-0.041321
1722.081000,-0.043019
1722.563000,-0.044576
1723.045000,-0.044982
1723.527000,-0.046106
1724.009000,-0.047557
1724.491000,-0.048874
1724.973000,-0.050577
1725.455000,-0.049902
1725.937000,-0.049653
1726.419000,-0.050435
1726.901000,-0.050709
1727.383000,-0.050232
1727.865000,-0.049406
1728.347000,-0.050532
1728.829000,-0.051944
1729.311000,-0.052697
1729.793000,-0.055163
1730.275000,-0.058308
1730.757000,-0.060032
1731.239000,-0.059741
1731.721000,-0.059461
1732.203000,-0.057214
1732.685000,-0.054449
1733.167000,-0.050198
1733.649000,-0.044880
1734.131000,-0.038989
1734.613000,-0.035095
1735.095000,-0.031529
1735.577000,-0.028239
1736.059000,-0.025445
1736.541000,-0.022869
1737.023000,-0.022118
1737.505000,-0.022842
1737.987000,-0.022988
1738.469000,-0.024235
1738.951000,-0.025116
1739.433000,-0.025973
1739.915000,-0.026864
1740.397000,-0.027472
1740.879000,-0.028919
1741.361000,-0.032700
1741.843000,-0.034957
1742.325000,-0.036673
1742.807000,-0.038382
1743.289000,-0.041782
1743.771000,-0.045168
1744.253000,-0.050797
1744.735000,-0.053447
1745.217000,-0.057019
1745.699000,-0.058870
1746.181000,-0.058357
1746.663000,-0.056330
1747.145000,-0.052819
1747.627000,-0.048187
1748.109000,-0.041634
1748.591000,-0.033738
1749.073000,-0.025188
1749.555000,-0.018591
1750.037000,-0.013720
1750.519000,-0.010057
1751.001000,-0.007851
1751.483000,-0.006137
1751.965000,-0.007135
1752.447000,-0.009245
1752.929000,-0.010171
1753.411000,-0.010063
1753.893000,-0.009942
1754.375000,-0.009902
1754.857000,-0.007774
1755.339000,-0.006782
1755.821000,-0.004810
1756.303000,-0.003676
1756.785000,-0.003008
1757.267000,-0.001977
1757.749000,0.000423
1758.231000,0.001001
1758.713000,0.001499
1759.195000,0.002780
1759.677000,0.005217
1760.159000,0.008754
1760.641000,0.011589
1761.123000,0.014740
1761.605000,0.018510
1762.087000,0.019946
1762.569000,0.020631
1763.051000,0.020147
1763.533000,0.020087
1764.015000,0.019487
1764.497000,0.020121
1764.979000,0.020673
1765.461000,0.021195
1765.943000,0.022468
1766.425000,0.021241
1766.907000,0.021545
1767.389000,0.021969
1767.871000,0.021066
1768.353000,0.020801
1768.835000,0.019145
1769.317000,0.020442
1769.799000,0.022771
1770.281000,0.027487
1770.763000,0.033891
1771.245000,0.044566
1771.727000,0.053838
1772.209000,0.061553
1772.691000,0.071315
1773.173000,0.077588
1773.655000,0.083965
1774.137000,0.087799
1774.619000,0.085753
1775.101000,0.085346
1775.583000,0.081218
1776.065000,0.077269
1776.547000,0.071529
1777.029000,0.067365
1777.511000,0.066128
1777.993000,0.066054
1778.475000,0.065270
1778.957000,0.063969
1779.439000,0.065744
1779.921000,0.065642
1780.403000,0.067333
1780.885000,0.066580
1781.367000,0.064994
1781.849000,0.067039
1782.331000,0.067808
1782.813000,0.067771
1783.295000,0.068791
1783.777000,0.071063
1784.259000,0.073757
1784.741000,0.074774
1785.223000,0.074359
1785.705000,0.071677
1786.187000,0.069643
1786.669000,0.066716
1787.151000,0.063378
1787.633000,0.059414
1788.115000,0.058786
1788.597000,0.060963
1789.079000,0.063694
1789.561000,0.066954
1790.043000,0.073257
1790.525000,0.080117
1791.007000,0.086309
1791.489000,0.093308
1791.971000,0.100647
1792.453000,0.107887
1792.935000,0.113624
1793.417000,0.117776
1793.899000,0.119396
1794.381000,0.119715
1794.863000,0.119689
1795.345000,0.118826
1795.827000,0.116495
1796.309000,0.113347
1796.791000,0.110567
1797.273000,0.104685
1797.755000,0.101133
1798.237000,0.100097
1798.719000,0.099264
1799.201000,0.100552
1799.683000,0.100907
1800.165000,0.104172
1800.647000,0.106687
1801.129000,0.108154
1801.611000,0.108927
1802.093000,0.111849
1802.575000,0.112122
1803.057000,0.113775
1803.539000,0.113505
1804.021000,0.110246
1804.503000,0.110937
1804.985000,0.109428
1805.467000,0.106616
1805.949000,0.106975
1806.431000,0.105842
1806.913000,0.108082
1807.395000,0.109029
1807.877000,0.109922
1808.359000,0.110200
1808.841000,0.112533
1809.323000,0.115497
1809.805000,0.121609
1810.287000,0.125734
1810.769000,0.129227
1811.251000,0.132864
1811.733000,0.134616
1812.215000,0.135778
1812.697000,0.137818
1813.179000,0.138626
1813.661000,0.140878
1814.143000,0.141970
1814.625000,0.140809
1815.107000,0.138230
1815.589000,0.137190
1816.071000,0.137326
1816.553000,0.137562
1817.035000,0.137368
1817.517000,0.136929
1817.999000,0.136061
1818.481000,0.135763
1818.963000,0.134416
1819.445000,0.134296
1819.927000,0.137007
1820.409000,0.139236
1820.891000,0.139448
1821.373000,0.140412
1821.855000,0.141345
1822.337000,0.141088
1822.819000,0.139097
1823.301000,0.139693
1823.783000,0.140469
1824.265000,0.140947
1824.747000,0.140410
1825.229000,0.139045
1825.711000,0.139753
1826.193000,0.142249
1826.675000,0.145206
1827.157000,0.145688
1827.639000,0.145713
1828.121000,0.148451
1828.603000,0.150239
1829.085000,0.149803
1829.567000,0.150423
1830.049000,0.152044
1830.531000,0.151625
1831.013000,0.150667
1831.495000,0.150334
1831.977000,0.149587
1832.459000,0.148114
1832.941000,0.144728
1833.423000,0.140468
1833.905000,0.137726
1834.387000,0.136367
1834.869000,0.137636
1835.351000,0.137627
1835.833000,0.136844
1836.315000,0.135068
1836.797000,0.131998
1837.279000,0.127842
1837.761000,0.124163
1838.243000,0.121687
1838.725000,0.116779
1839.207000,0.109067
1839.689000,0.103985
1840.171000,0.100136
1840.653000,0.099335
1841.135000,0.099217
1841.617000,0.101845
1842.099000,0.103227
1842.581000,0.106089
1843.063000,0.108368
1843.545000,0.112158
1844.027000,0.116811
1844.509000,0.121040
1844.991000,0.127021
1845.473000,0.129865
1845.955000,0.130417
1846.437000,0.133284
1846.919000,0.134747
1847.401000,0.135086
1847.883000,0.131527
1848.365000,0.128398
1848.847000,0.124817
1849.329000,0.122817
1849.811000,0.119152
1850.293000,0.115849
1850.775000,0.114778
1851.257000,0.111066
1851.739000,0.110956
1852.221000,0.106734
1852.703000,0.103697
1853.185000,0.103811
1853.667000,0.101485
1854.149000,0.099608
1854.631000,0.096142
1855.113000,0.093665
1855.595000,0.093163
1856.077000,0.090423
1856.559000,0.087669
1857.041000,0.085269
1857.523000,0.084674
1858.005000,0.081134
1858.487000,0.080465
1858.969000,0.075454
1859.451000,0.073954
1859.933000,0.071612
1860.415000,0.069210
1860.897000,0.070403
1861.379000,0.069870
1861.861000,0.069153
1862.343000,0.068353
1862.825000,0.067080
1863.307000,0.068064
1863.789000,0.069281
1864.271000,0.072028
1864.753000,0.072898
1865.235000,0.074175
1865.717000,0.073686
1866.199000,0.073554
1866.681000,0.071835
1867.163000,0.071227
1867.645000,0.071303
1868.127000,0.067895
1868.609000,0.065296
1869.091000,0.062311
1869.573000,0.059304
1870.055000,0.057230
1870.537000,0.056558
1871.019000,0.055317
1871.501000,0.051804
1871.983000,0.049076
1872.465000,0.045360
1872.947000,0.042093
1873.429000,0.038852
1873.911000,0.036914
1874.393000,0.036511
1874.875000,0.034178
1875.357000,0.035552
1875.839000,0.036516
1876.321000,0.037054
1876.803000,0.038619
1877.285000,0.039589
1877.767000,0.038509
1878.249000,0.035552
1878.731000,0.034258
1879.213000,0.030629
1879.695000,0.027539
1880.177000,0.023865
1880.659000,0.021773
1881.141000,0.020954
1881.623000,0.020357
1882.105000,0.020789
1882.587000,0.021982
1883.069000,0.023583
1883.551000,0.023828
1884.033000,0.023431
1884.515000,0.023541
1884.997000,0.023621
1885.479000,0.022965
1885.961000,0.020418
1886.443000,0.019065
1886.925000,0.016969
1887.407000,0.014448
1887.889000,0.013924
1888.371000,0.012342
1888.853000,0.010654
1889.335000,0.009344
1889.817000,0.006467
1890.299000,0.003655
1890.781000,0.002341
1891.263000,0.000955
1891.745000,-0.000775
1892.227000,-0.003845
1892.709000,-0.006125
1893.191000,-0.008495
1893.673000,-0.012586
1894.155000,-0.014611
1894.637000,-0.015525
1895.119000,-0.016185
1895.601000,-0.015345
1896.083000,-0.015123
1896.565000,-0.015087
1897.047000,-0.013735
1897.529000,-0.011128
1898.011000,-0.010916
1898.493000,-0.010365
1898.975000,-0.010730
1899.457000,-0.012862
1899.939000,-0.017019
1900.421000,-0.021213
1900.903000,-0.023967
1901.385000,-0.026295
1901.867000,-0.026995
1902.349000,-0.027316
1902.831000,-0.027404
1903.313000,-0.026904
1903.795000,-0.025872
1904.277000,-0.024680
1904.759000,-0.023591
1905.241000,-0.023492
1905.723000,-0.024661
1906.205000,-0.027728
1906.687000,-0.030725
1907.169000,-0.033166
1907.651000,-0.034435
1908.133000,-0.033234
1908.615000,-0.030278
1909.097000,-0.026664
1909.579000,-0.022757
1910.061000,-0.019824
1910.543000,-0.017805
1911.025000,-0.016137
1911.507000,-0.014631
1911.989000,-0.016059
1912.471000,-0.018038
1912.953000,-0.019867
1913.435000,-0.020678
1913.917000,-0.022223
1914.399000,-0.020912
1914.881000,-0.019675
1915.363000,-0.018523
1915.845000,-0.018823
1916.327000,-0.018738
1916.809000,-0.020804
1917.291000,-0.023128
1917.773000,-0.025884
1918.255000,-0.028900
1918.737000,-0.031424
1919.219000,-0.033165
1919.701000,-0.034388
1920.183000,-0.033237
1920.665000,-0.032951
1921.147000,-0.031858
1921.629000,-0.033804
1922.111000,-0.035804
1922.593000,-0.036829
1923.075000,-0.038443
1923.557000,-0.042005
1924.039000,-0.045325
1924.521000,-0.048197
1925.003000,-0.049415
1925.485000,-0.049684
1925.967000,-0.050585
1926.449000,-0.050403
1926.931000,-0.049657
1927.413000,-0.050845
1927.895000,-0.052210
1928.377000,-0.053913
1928.859000,-0.054050
1929.341000,-0.053387
1929.823000,-0.054128
1930.305000,-0.053999
1930.787000,-0.053053
1931.269000,-0.051345
1931.751000,-0.048629
1932.233000,-0.044931
1932.715000,-0.042587
1933.197000,-0.040134
1933.679000,-0.039200
1934.161000,-0.037212
1934.643000,-0.035672
1935.125000,-0.035752
1935.607000,-0.034423
1936.089000,-0.035028
1936.571000,-0.036426
1937.053000,-0.037502
1937.535000,-0.039286
1938.017000,-0.038851
1938.499000,-0.040151
1938.981000,-0.040366
1939.463000,-0.042154
1939.945000,-0.044444
1940.427000,-0.045713
1940.909000,-0.044939
1941.391000,-0.045471
1941.873000,-0.046164
1942.355000,-0.045032
1942.837000,-0.046274
1943.319000,-0.046861
1943.801000,-0.046202
1944.283000,-0.046386
1944.765000,-0.044398
1945.247000,-0.043847
1945.729000,-0.044397
1946.211000,-0.044984
1946.693000,-0.045850
1947.175000,-0.046089
1947.657000,-0.047477
1948.139000,-0.049259
1948.621000,-0.049918
1949.103000,-0.050823
1949.585000,-0.053770
1950.067000,-0.054521
1950.549000,-0.055190
1951.031000,-0.056670
1951.513000,-0.056058
1951.995000,-0.053683
1952.477000,-0.054094
1952.959000,-0.052319
1953.441000,-0.051582
1953.923000,-0.050457
1954.405000,-0.051723
1954.887000,-0.050717
1955.369000,-0.048369
1955.851000,-0.045966
1956.333000,-0.044052
1956.815000,-0.041012
1957.297000,-0.039850
1957.779000,-0.038792
1958.261000,-0.038110
1958.743000,-0.036254
1959.225000,-0.037331
1959.707000,-0.037954
1960.189000,-0.039256
1960.671000,-0.040741
1961.153000,-0.043692
1961.635000,-0.044494
1962.117000,-0.044731
1962.599000,-0.044468
1963.081000,-0.044076
1963.563000,-0.042607
1964.045000,-0.041846
1964.527000,-0.042728
1965.009000,-0.042662
1965.491000,-0.041888
1965.973000,-0.043645
1966.455000,-0.045552
1966.937000,-0.047755
1967.419000,-0.048701
1967.901000,-0.048391
1968.383000,-0.047248
1968.865000,-0.045848
1969.347000,-0.044205
1969.829000,-0.041782
1970.311000,-0.038037
1970.793000,-0.035652
1971.275000,-0.034052
1971.757000,-0.031257
1972.239000,-0.030858
1972.721000,-0.032208
1973.203000,-0.032935
1973.685000,-0.033294
1974.167000,-0.032012
1974.649000,-0.030665
1975.131000,-0.028695
1975.613000,-0.028782
1976.095000,-0.029259
1976.577000,-0.028300
1977.059000,-0.027574
1977.541000,-0.028341
1978.023000,-0.030239
1978.505000,-0.032652
1978.987000,-0.035848
1979.469000,-0.039689
1979.951000,-0.042462
1980.433000,-0.046660
1980.915000,-0.049426
1981.397000,-0.052348
1981.879000,-0.054152
1982.361000,-0.056072
1982.843000,-0.056318
1983.325000,-0.055627
1983.807000,-0.053483
1984.289000,-0.051274
1984.771000,-0.047381
1985.253000,-0.042772
1985.735000,-0.037717
1986.217000,-0.034309
1986.699000,-0.031117
1987.181000,-0.028943
1987.663000,-0.025496
1988.145000,-0.021795
1988.627000,-0.017475
1989.109000,-0.013600
1989.591000,-0.011460
1990.073000,-0.009770
1990.555000,-0.005979
1991.037000,-0.002801
1991.519000,0.000538
1992.001000,0.002392
1992.483000,0.002689
1992.965000,0.001076
1993.447000,-0.000514
1993.929000,-0.002882
1994.411000,-0.006561
1994.893000,-0.009482
1995.375000,-0.012368
1995.857000,-0.015806
1996.339000,-0.020748
1996.821000,-0.023569
1997.303000,-0.025383
1997.785000,-0.027630
1998.267000,-0.029172
1998.749000,-0.029477
1999.231000,-0.029286
1999.713000,-0.026375
2000.195000,-0.021795
2000.677000,-0.018780
2001.159000,-0.014877
2001.641000,-0.010334
2002.123000,-0.005129
2002.605000,-0.000641
2003.087000,0.002979
2003.569000,0.005442
2004.051000,0.006279
2004.533000,0.004915
2005.015000,0.003626
2005.497000,0.002481
2005.979000,0.002377
2006.461000,0.003683
2006.943000,0.004280
2007.425000,0.003309
2007.907000,0.004113
2008.389000,0.004515
2008.871000,0.006053
2009.353000,0.008095
2009.835000,0.009957
2010.317000,0.009134
2010.799000,0.008881
2011.281000,0.007691
2011.763000,0.007890
2012.245000,0.008318
2012.727000,0.008003
2013.209000,0.008156
2013.691000,0.006836
2014.173000,0.005784
2014.655000,0.007384
2015.137000,0.009456
2015.619000,0.011064
2016.101000,0.013626
2016.583000,0.015402
2017.065000,0.016435
2017.547000,0.019103
2018.029000,0.021128
2018.511000,0.022678
2018.993000,0.024144
2019.475000,0.025801
2019.957000,0.027896
2020.439000,0.029836
2020.921000,0.031433
2021.403000,0.034839
2021.885000,0.037392
2022.367000,0.038153
2022.849000,0.039311
2023.331000,0.039999
2023.813000,0.040968
2024.295000,0.041194
2024.777000,0.040143
2025.259000,0.039647
2025.741000,0.039975
2026.223000,0.041395
2026.705000,0.041877
2027.187000,0.042150
2027.669000,0.042897
2028.151000,0.044470
2028.633000,0.046290
2029.115000,0.047261
2029.597000,0.047678
2030.079000,0.047576
2030.561000,0.048445
2031.043000,0.049453
2031.525000,0.049885
2032.007000,0.052015
2032.489000,0.052726
2032.971000,0.052436
2033.453000,0.051943
2033.935000,0.051928
2034.417000,0.053637
2034.899000,0.053302
2035.381000,0.054404
2035.863000,0.054843
2036.345000,0.055275
2036.827000,0.056524
2037.309000,0.059348
2037.791000,0.062149
2038.273000,0.063808
2038.755000,0.066218
2039.237000,0.066765
2039.719000,0.067174
2040.201000,0.068586
2040.683000,0.070056
2041.165000,0.069488
2041.647000,0.068855
2042.129000,0.070107
2042.611000,0.071932
2043.093000,0.074101
2043.575000,0.075012
2044.057000,0.075962
2044.539000,0.077284
2045.021000,0.077795
2045.503000,0.078252
2045.985000,0.078099
2046.467000,0.077872
2046.949000,0.077163
2047.431000,0.076719
2047.913000,0.074942
2048.395000,0.074544
2048.877000,0.073834
2049.359000,0.073896
2049.841000,0.072556
2050.323000,0.071080
2050.805000,0.070917
2051.287000,0.069837
2051.769000,0.068777
2052.251000,0.068504
2052.733000,0.067811
2053.215000,0.068767
2053.697000,0.070741
2054.179000,0.073334
2054.661000,0.074928
2055.143000,0.076639
2055.625000,0.079063
2056.107000,0.082224
2056.589000,0.084106
2057.071000,0.086255
2057.553000,0.085730
2058.035000,0.084702
2058.517000,0.083379
2058.999000,0.082352
2059.481000,0.080263
2059.963000,0.079009
2060.445000,0.077201
2060.927000,0.075439
2061.409000,0.073361
2061.891000,0.072261
2062.373000,0.072733
2062.855000,0.073928
2063.337000,0.075720
2063.819000,0.077953
2064.301000,0.079187
2064.783000,0.082259
2065.265000,0.083990
2065.747000,0.086165
2066.229000,0.087571
2066.711000,0.089160
2067.193000,0.090767
2067.675000,0.092117
2068.157000,0.092353
2068.639000,0.091145
2069.121000,0.091224
2069.603000,0.090553
2070.085000,0.091225
2070.567000,0.091467
2071.049000,0.090705
2071.531000,0.088862
2072.013000,0.086525
2072.495000,0.085006
2072.977000,0.084395
2073.459000,0.083999
2073.941000,0.084125
2074.423000,0.084920
2074.905000,0.085679
2075.387000,0.085468
2075.869000,0.086924
2076.351000,0.087211
2076.833000,0.089351
2077.315000,0.091582
2077.797000,0.091724
2078.279000,0.089717
2078.761000,0.088881
2079.243000,0.088701
2079.725000,0.086959
2080.207000,0.083965
2080.689000,0.081342
2081.171000,0.081932
2081.653000,0.081325
2082.135000,0.080175
2082.617000,0.080474
2083.099000,0.079540
2083.581000,0.079460
2084.063000,0.079757
2084.545000,0.076925
2085.027000,0.075263
2085.509000,0.074185
2085.991000,0.073439
2086.473000,0.070946
2086.955000,0.069418
2087.437000,0.070138
2087.919000,0.072455
2088.401000,0.073361
2088.883000,0.073251
2089.365000,0.073648
2089.847000,0.073514
2090.329000,0.073873
2090.811000,0.074693
2091.293000,0.071979
2091.775000,0.069687
2092.257000,0.067747
2092.739000,0.065332
2093.221000,0.064717
2093.703000,0.065379
2094.185000,0.066134
2094.667000,0.067417
2095.149000,0.067626
2095.631000,0.066256
2096.113000,0.067131
2096.595000,0.069134
2097.077000,0.069676
2097.559000,0.068822
2098.041000,0.066490
2098.523000,0.063353
2099.005000,0.061997
2099.487000,0.059729
2099.969000,0.059063
2100.451000,0.057121
2100.933000,0.054635
2101.415000,0.053628
2101.897000,0.051825
2102.379000,0.049904
2102.861000,0.049667
2103.343000,0.048826
2103.825000,0.047179
2104.307000,0.047182
2104.789000,0.047459
2105.271000,0.046291
2105.753000,0.046902
2106.235000,0.046233
2106.717000,0.045070
2107.199000,0.044286
2107.681000,0.042922
2108.163000,0.041773
2108.645000,0.040839
2109.127000,0.039656
2109.609000,0.040074
2110.091000,0.039791
2110.573000,0.040670
2111.055000,0.041227
2111.537000,0.040812
2112.019000,0.040543
2112.501000,0.040830
2112.983000,0.038905
2113.465000,0.036409
2113.947000,0.033418
2114.429000,0.029600
2114.911000,0.027300
2115.393000,0.024595
2115.875000,0.022382
2116.357000,0.022163
2116.839000,0.020984
2117.321000,0.019659
2117.803000,0.018985
2118.285000,0.018212
2118.767000,0.016896
2119.249000,0.015645
2119.731000,0.013201
2120.213000,0.011667
2120.695000,0.010850
2121.177000,0.009776
2121.659000,0.009956
2122.141000,0.009062
2122.623000,0.009461
2123.105000,0.010295
2123.587000,0.010010
2124.069000,0.009974
2124.551000,0.011794
2125.033000,0.012259
2125.515000,0.013062
2125.997000,0.014775
2126.479000,0.016269
2126.961000,0.018211
2127.443000,0.019231
2127.925000,0.019293
2128.407000,0.017789
2128.889000,0.015039
2129.371000,0.012148
2129.853000,0.007837
2130.335000,0.003108
2130.817000,0.000157
2131.299000,-0.001466
2131.781000,-0.004208
2132.263000,-0.006368
2132.745000,-0.008019
2133.227000,-0.009480
2133.709000,-0.010403
2134.191000,-0.010464
2134.673000,-0.011116
2135.155000,-0.012888
2135.637000,-0.013940
2136.119000,-0.015261
2136.601000,-0.017607
2137.083000,-0.019290
2137.565000,-0.019314
2138.047000,-0.020732
2138.529000,-0.023659
2139.011000,-0.026017
2139.493000,-0.027744
2139.975000,-0.028057
2140.457000,-0.029085
2140.939000,-0.029738
2141.421000,-0.030005
2141.903000,-0.029956
2142.385000,-0.029155
2142.867000,-0.028626
2143.349000,-0.028695
2143.831000,-0.029016
2144.313000,-0.028979
2144.795000,-0.030419
2145.277000,-0.031486
2145.759000,-0.032837
2146.241000,-0.033547
2146.723000,-0.034084
2147.205000,-0.035729
