wn1,R_obs1,R_fit1,wn2,R_obs2,R_fit2
1625.199000,0.066076,0.035017,1625.199000,0.013574,0.038185
1625.681000,0.065268,0.034278,1625.681000,0.011363,0.037560
1626.163000,0.064415,0.033535,1626.163000,0.009722,0.036931
1626.645000,0.063415,0.032787,1626.645000,0.008370,0.036297
1627.127000,0.062106,0.032035,1627.127000,0.007056,0.035657
1627.609000,0.061990,0.031278,1627.609000,0.005753,0.035013
1628.091000,0.062786,0.030517,1628.091000,0.004154,0.034364
1628.573000,0.062284,0.029752,1628.573000,0.004184,0.033710
1629.055000,0.062189,0.028983,1629.055000,0.005083,0.033052
1629.537000,0.062215,0.028210,1629.537000,0.007159,0.032389
1630.019000,0.062975,0.027433,1630.019000,0.009235,0.031722
1630.501000,0.065852,0.026652,1630.501000,0.014542,0.031050
1630.983000,0.067476,0.025868,1630.983000,0.020219,0.030374
1631.465000,0.069433,0.025080,1631.465000,0.028066,0.029694
1631.947000,0.071793,0.024289,1631.947000,0.036991,0.029010
1632.429000,0.074288,0.023494,1632.429000,0.045025,0.028322
1632.911000,0.075255,0.022697,1632.911000,0.052325,0.027630
1633.393000,0.076851,0.021896,1633.393000,0.060046,0.026934
1633.875000,0.075144,0.021092,1633.875000,0.068676,0.026235
1634.357000,0.076278,0.020285,1634.357000,0.074757,0.025532
1634.839000,0.073002,0.019476,1634.839000,0.078339,0.024826
1635.321000,0.071085,0.018664,1635.321000,0.079715,0.024116
1635.803000,0.068054,0.017849,1635.803000,0.079582,0.023403
1636.285000,0.066262,0.017032,1636.285000,0.080414,0.022687
1636.767000,0.063311,0.016213,1636.767000,0.078467,0.021967
1637.249000,0.062566,0.015391,1637.249000,0.076147,0.021245
1637.731000,0.061741,0.014568,1637.731000,0.075324,0.020520
1638.213000,0.061375,0.013742,1638.213000,0.077318,0.019792
1638.695000,0.060618,0.012915,1638.695000,0.077163,0.019061
1639.177000,0.063203,0.012086,1639.177000,0.078905,0.018328
1639.659000,0.062956,0.011255,1639.659000,0.081574,0.017592
1640.141000,0.061705,0.010423,1640.141000,0.084924,0.016854
1640.623000,0.059198,0.009589,1640.623000,0.090800,0.016114
1641.105000,0.058652,0.008754,1641.105000,0.093847,0.015371
1641.587000,0.054650,0.007918,1641.587000,0.096123,0.014626
1642.069000,0.056222,0.007081,1642.069000,0.097266,0.013880
1642.551000,0.055428,0.006243,1642.551000,0.099333,0.013131
1643.033000,0.056060,0.005405,1643.033000,0.101234,0.012381
1643.515000,0.053201,0.004565,1643.515000,0.100315,0.011629
1643.997000,0.051993,0.003725,1643.997000,0.099884,0.010876
1644.479000,0.050190,0.002885,1644.479000,0.098635,0.010121
1644.961000,0.047640,0.002044,1644.961000,0.094881,0.009365
1645.443000,0.044524,0.001203,1645.443000,0.087614,0.008607
1645.925000,0.044091,0.000362,1645.925000,0.082009,0.007848
1646.407000,0.038569,-0.000479,1646.407000,0.074595,0.007089
1646.889000,0.033391,-0.001320,1646.889000,0.066072,0.006328
1647.371000,0.029151,-0.002160,1647.371000,0.059533,0.005567
1647.853000,0.025244,-0.003001,1647.853000,0.052304,0.004805
1648.335000,0.023038,-0.003841,1648.335000,0.046070,0.004042
1648.817000,0.023880,-0.004680,1648.817000,0.043785,0.003278
1649.299000,0.025941,-0.005518,1649.299000,0.044673,0.002515
1649.781000,0.028224,-0.006356,1649.781000,0.046881,0.001751
1650.263000,0.028941,-0.007193,1650.263000,0.050298,0.000987
1650.745000,0.029850,-0.008028,1650.745000,0.050755,0.000222
1651.227000,0.030893,-0.008863,1651.227000,0.046486,-0.000542
1651.709000,0.031975,-0.009696,1651.709000,0.038219,-0.001306
1652.191000,0.033787,-0.010528,1652.191000,0.026277,-0.002070
1652.673000,0.035057,-0.011358,1652.673000,0.016042,-0.002833
1653.155000,0.034620,-0.012187,1653.155000,0.006145,-0.003597
1653.637000,0.034951,-0.013014,1653.637000,-0.004597,-0.004359
1654.119000,0.034926,-0.013839,1654.119000,-0.011227,-0.005121
1654.601000,0.034427,-0.014662,1654.601000,-0.014489,-0.005882
1655.083000,0.034447,-0.015483,1655.083000,-0.014431,-0.006642
1655.565000,0.035037,-0.016301,1655.565000,-0.006807,-0.007402
1656.047000,0.036559,-0.017118,1656.047000,0.004105,-0.008160
1656.529000,0.037383,-0.017932,1656.529000,0.016010,-0.008917
1657.011000,0.037025,-0.018743,1657.011000,0.028771,-0.009673
1657.493000,0.037769,-0.019552,1657.493000,0.038745,-0.010428
1657.975000,0.038138,-0.020358,1657.975000,0.046390,-0.011181
1658.457000,0.038582,-0.021161,1658.457000,0.051992,-0.011932
1658.939000,0.039133,-0.021961,1658.939000,0.054311,-0.012682
1659.421000,0.038430,-0.022758,1659.421000,0.056745,-0.013429
1659.903000,0.037895,-0.023552,1659.903000,0.058172,-0.014175
1660.385000,0.036625,-0.024342,1660.385000,0.055816,-0.014919
1660.867000,0.034420,-0.025129,1660.867000,0.055303,-0.015661
1661.349000,0.033645,-0.025913,1661.349000,0.053115,-0.016401
1661.831000,0.031527,-0.026692,1661.831000,0.049616,-0.017138
1662.313000,0.028729,-0.027469,1662.313000,0.049646,-0.017873
1662.795000,0.025408,-0.028241,1662.795000,0.047949,-0.018606
1663.277000,0.021724,-0.029009,1663.277000,0.046020,-0.019336
1663.759000,0.017416,-0.029773,1663.759000,0.047207,-0.020063
1664.241000,0.016632,-0.030533,1664.241000,0.050407,-0.020787
1664.723000,0.014180,-0.031289,1664.723000,0.055490,-0.021509
1665.205000,0.012166,-0.032040,1665.205000,0.061890,-0.022227
1665.687000,0.009381,-0.032787,1665.687000,0.068730,-0.022943
1666.169000,0.006901,-0.033529,1666.169000,0.076805,-0.023655
1666.651000,0.004837,-0.034267,1666.651000,0.085206,-0.024363
1667.133000,0.003358,-0.034999,1667.133000,0.091188,-0.025069
1667.615000,0.003739,-0.035727,1667.615000,0.095291,-0.025771
1668.097000,0.004030,-0.036450,1668.097000,0.097775,-0.026469
1668.579000,0.001981,-0.037168,1668.579000,0.097618,-0.027164
1669.061000,-0.000237,-0.037880,1669.061000,0.096850,-0.027855
1669.543000,-0.003027,-0.038587,1669.543000,0.095561,-0.028542
1670.025000,-0.004433,-0.039289,1670.025000,0.093369,-0.029225
1670.507000,-0.005268,-0.039985,1670.507000,0.090638,-0.029904
1670.989000,-0.004583,-0.040676,1670.989000,0.086591,-0.030578
1671.471000,-0.006108,-0.041361,1671.471000,0.081962,-0.031249
1671.953000,-0.007965,-0.042040,1671.953000,0.075248,-0.031915
1672.435000,-0.010768,-0.042714,1672.435000,0.068575,-0.032577
1672.917000,-0.011842,-0.043381,1672.917000,0.060628,-0.033234
1673.399000,-0.011854,-0.044042,1673.399000,0.051878,-0.033887
1673.881000,-0.010648,-0.044698,1673.881000,0.043628,-0.034535
1674.363000,-0.010019,-0.045347,1674.363000,0.031647,-0.035178
1674.845000,-0.010803,-0.045989,1674.845000,0.021792,-0.035816
1675.327000,-0.011469,-0.046626,1675.327000,0.012647,-0.036449
1675.809000,-0.010875,-0.047255,1675.809000,0.006649,-0.037077
1676.291000,-0.010158,-0.047878,1676.291000,0.003408,-0.037700
1676.773000,-0.008590,-0.048495,1676.773000,0.000272,-0.038318
1677.255000,-0.006795,-0.049105,1677.255000,0.000195,-0.038931
1677.737000,-0.006410,-0.049707,1677.737000,0.000581,-0.039538
1678.219000,-0.006782,-0.050303,1678.219000,0.002019,-0.040140
1678.701000,-0.007379,-0.050892,1678.701000,0.005934,-0.040736
1679.183000,-0.008577,-0.051474,1679.183000,0.011240,-0.041326
1679.665000,-0.009578,-0.052049,1679.665000,0.015817,-0.041911
1680.147000,-0.010803,-0.052616,1680.147000,0.020464,-0.042490
1680.629000,-0.011037,-0.053176,1680.629000,0.023343,-0.043063
1681.111000,-0.012766,-0.053729,1681.111000,0.024766,-0.043630
1681.593000,-0.014427,-0.054274,1681.593000,0.026326,-0.044191
1682.075000,-0.016012,-0.054812,1682.075000,0.023520,-0.044746
1682.557000,-0.015603,-0.055342,1682.557000,0.019849,-0.045295
1683.039000,-0.015578,-0.055864,1683.039000,0.012911,-0.045837
1683.521000,-0.015317,-0.056379,1683.521000,0.004808,-0.046373
1684.003000,-0.014559,-0.056886,1684.003000,-0.003375,-0.046903
1684.485000,-0.014494,-0.057384,1684.485000,-0.013085,-0.047426
1684.967000,-0.014156,-0.057875,1684.967000,-0.022165,-0.047943
1685.449000,-0.013153,-0.058358,1685.449000,-0.027693,-0.048453
1685.931000,-0.013916,-0.058833,1685.931000,-0.031526,-0.048956
1686.413000,-0.015049,-0.059299,1686.413000,-0.033959,-0.049453
1686.895000,-0.015734,-0.059758,1686.895000,-0.035017,-0.049943
1687.377000,-0.016337,-0.060208,1687.377000,-0.034560,-0.050425
1687.859000,-0.019492,-0.060649,1687.859000,-0.031172,-0.050901
1688.341000,-0.022249,-0.061083,1688.341000,-0.029534,-0.051370
1688.823000,-0.025654,-0.061507,1688.823000,-0.029007,-0.051832
1689.305000,-0.027929,-0.061923,1689.305000,-0.026406,-0.052287
1689.787000,-0.030598,-0.062331,1689.787000,-0.024266,-0.052734
1690.269000,-0.034127,-0.062730,1690.269000,-0.023297,-0.053174
1690.751000,-0.036451,-0.063120,1690.751000,-0.022268,-0.053607
1691.233000,-0.034482,-0.063502,1691.233000,-0.022481,-0.054032
1691.715000,-0.034405,-0.063875,1691.715000,-0.023773,-0.054450
1692.197000,-0.033031,-0.064238,1692.197000,-0.020977,-0.054861
1692.679000,-0.033253,-0.064593,1692.679000,-0.018549,-0.055264
1693.161000,-0.031965,-0.064939,1693.161000,-0.016426,-0.055659
1693.643000,-0.030906,-0.065276,1693.643000,-0.014471,-0.056046
1694.125000,-0.030058,-0.065604,1694.125000,-0.012248,-0.056426
1694.607000,-0.032038,-0.065923,1694.607000,-0.009515,-0.056798
1695.089000,-0.032760,-0.066233,1695.089000,-0.005944,-0.057163
1695.571000,-0.034115,-0.066533,1695.571000,-0.000724,-0.057519
1696.053000,-0.034114,-0.066824,1696.053000,0.004560,-0.057867
1696.535000,-0.034856,-0.067107,1696.535000,0.011119,-0.058208
1697.017000,-0.035153,-0.067379,1697.017000,0.015517,-0.058540
1697.499000,-0.033623,-0.067643,1697.499000,0.016214,-0.058865
1697.981000,-0.030367,-0.067897,1697.981000,0.014565,-0.059181
1698.463000,-0.031028,-0.068141,1698.463000,0.009908,-0.059489
1698.945000,-0.031187,-0.068377,1698.945000,0.004492,-0.059789
1699.427000,-0.032666,-0.068602,1699.427000,-0.003965,-0.060081
1699.909000,-0.032896,-0.068819,1699.909000,-0.011663,-0.060364
1700.391000,-0.034238,-0.069025,1700.391000,-0.018768,-0.060639
1700.873000,-0.037795,-0.069223,1700.873000,-0.024918,-0.060906
1701.355000,-0.043848,-0.069410,1701.355000,-0.029456,-0.061165
1701.837000,-0.048306,-0.069588,1701.837000,-0.031807,-0.061415
1702.319000,-0.051776,-0.069757,1702.319000,-0.032950,-0.061656
1702.801000,-0.055682,-0.069916,1702.801000,-0.031474,-0.061889
1703.283000,-0.057746,-0.070065,1703.283000,-0.029051,-0.062114
1703.765000,-0.058516,-0.070204,1703.765000,-0.029406,-0.062330
1704.247000,-0.057718,-0.070334,1704.247000,-0.031123,-0.062537
1704.729000,-0.056403,-0.070454,1704.729000,-0.033049,-0.062736
1705.211000,-0.054105,-0.070564,1705.211000,-0.035218,-0.062926
1705.693000,-0.051711,-0.070665,1705.693000,-0.036077,-0.063108
1706.175000,-0.049443,-0.070755,1706.175000,-0.036566,-0.063281
1706.657000,-0.043881,-0.070836,1706.657000,-0.035725,-0.063445
1707.139000,-0.041120,-0.070908,1707.139000,-0.033985,-0.063601
1707.621000,-0.039514,-0.070969,1707.621000,-0.030578,-0.063747
1708.103000,-0.037918,-0.071021,1708.103000,-0.027229,-0.063885
1708.585000,-0.036692,-0.071062,1708.585000,-0.023257,-0.064015
1709.067000,-0.037179,-0.071094,1709.067000,-0.018272,-0.064135
1709.549000,-0.039516,-0.071117,1709.549000,-0.013279,-0.064247
1710.031000,-0.039807,-0.071129,1710.031000,-0.010251,-0.064350
1710.513000,-0.042503,-0.071132,1710.513000,-0.007327,-0.064444
1710.995000,-0.045403,-0.071124,1710.995000,-0.003715,-0.064529
1711.477000,-0.048890,-0.071107,1711.477000,-0.000039,-0.064605
1711.959000,-0.051836,-0.071081,1711.959000,0.006016,-0.064673
1712.441000,-0.055245,-0.071044,1712.441000,0.011710,-0.064731
1712.923000,-0.059891,-0.070998,1712.923000,0.017359,-0.064781
1713.405000,-0.059166,-0.070941,1713.405000,0.021189,-0.064822
1713.887000,-0.060014,-0.070875,1713.887000,0.026780,-0.064854
1714.369000,-0.057874,-0.070800,1714.369000,0.031759,-0.064877
1714.851000,-0.054750,-0.070714,1714.851000,0.033576,-0.064891
1715.333000,-0.049572,-0.070619,1715.333000,0.032445,-0.064896
1715.815000,-0.046780,-0.070514,1715.815000,0.026619,-0.064893
1716.297000,-0.041386,-0.070399,1716.297000,0.014905,-0.064880
1716.779000,-0.035107,-0.070275,1716.779000,0.001315,-0.064859
1717.261000,-0.030723,-0.070141,1717.261000,-0.012807,-0.064829
1717.743000,-0.027000,-0.069997,1717.743000,-0.026935,-0.064790
1718.225000,-0.026447,-0.069844,1718.225000,-0.040805,-0.064742
1718.707000,-0.026350,-0.069681,1718.707000,-0.052971,-0.064685
1719.189000,-0.027001,-0.069509,1719.189000,-0.061547,-0.064619
1719.671000,-0.031173,-0.069327,1719.671000,-0.066698,-0.064545
1720.153000,-0.033460,-0.069135,1720.153000,-0.070061,-0.064461
1720.635000,-0.037553,-0.068934,1720.635000,-0.067520,-0.064369
1721.117000,-0.039598,-0.068724,1721.117000,-0.062643,-0.064268
1721.599000,-0.041321,-0.068504,1721.599000,-0.057549,-0.064158
1722.081000,-0.043019,-0.068275,1722.081000,-0.053321,-0.064040
1722.563000,-0.044576,-0.068036,1722.563000,-0.050882,-0.063912
1723.045000,-0.044982,-0.067788,1723.045000,-0.049814,-0.063776
1723.527000,-0.046106,-0.067530,1723.527000,-0.048998,-0.063632
1724.009000,-0.047557,-0.067264,1724.009000,-0.048186,-0.063478
1724.491000,-0.048874,-0.066988,1724.491000,-0.049076,-0.063316
1724.973000,-0.050577,-0.066703,1724.973000,-0.050961,-0.063146
1725.455000,-0.049902,-0.066409,1725.455000,-0.052675,-0.062966
1725.937000,-0.049653,-0.066106,1725.937000,-0.052621,-0.062778
1726.419000,-0.050435,-0.065793,1726.419000,-0.052583,-0.062582
1726.901000,-0.050709,-0.065472,1726.901000,-0.052336,-0.062377
1727.383000,-0.050232,-0.065142,1727.383000,-0.049918,-0.062163
1727.865000,-0.049406,-0.064802,1727.865000,-0.046742,-0.061941
1728.347000,-0.050532,-0.064454,1728.347000,-0.044217,-0.061711
1728.829000,-0.051944,-0.064097,1728.829000,-0.041772,-0.061472
1729.311000,-0.052697,-0.063732,1729.311000,-0.038634,-0.061225
1729.793000,-0.055163,-0.063357,1729.793000,-0.037445,-0.060969
1730.275000,-0.058308,-0.062974,1730.275000,-0.039528,-0.060705
1730.757000,-0.060032,-0.062582,1730.757000,-0.040780,-0.060433
1731.239000,-0.059741,-0.062182,1731.239000,-0.044561,-0.060153
1731.721000,-0.059461,-0.061774,1731.721000,-0.048378,-0.059864
1732.203000,-0.057214,-0.061356,1732.203000,-0.053358,-0.059567
1732.685000,-0.054449,-0.060931,1732.685000,-0.059668,-0.059263
1733.167000,-0.050198,-0.060497,1733.167000,-0.064982,-0.058950
1733.649000,-0.044880,-0.060055,1733.649000,-0.070779,-0.058629
1734.131000,-0.038989,-0.059605,1734.131000,-0.073947,-0.058300
1734.613000,-0.035095,-0.059146,1734.613000,-0.073589,-0.057963
1735.095000,-0.031529,-0.058680,1735.095000,-0.071397,-0.057619
1735.577000,-0.028239,-0.058205,1735.577000,-0.068340,-0.057266
1736.059000,-0.025445,-0.057723,1736.059000,-0.062525,-0.056906
1736.541000,-0.022869,-0.057233,1736.541000,-0.057294,-0.056538
1737.023000,-0.022118,-0.056735,1737.023000,-0.052127,-0.056163
1737.505000,-0.022842,-0.056229,1737.505000,-0.044170,-0.055779
1737.987000,-0.022988,-0.055716,1737.987000,-0.040040,-0.055389
1738.469000,-0.024235,-0.055195,1738.469000,-0.035743,-0.054990
1738.951000,-0.025116,-0.054666,1738.951000,-0.034751,-0.054585
1739.433000,-0.025973,-0.054130,1739.433000,-0.034950,-0.054171
1739.915000,-0.026864,-0.053587,1739.915000,-0.037329,-0.053751
1740.397000,-0.027472,-0.053037,1740.397000,-0.039692,-0.053323
1740.879000,-0.028919,-0.052479,1740.879000,-0.040655,-0.052888
1741.361000,-0.032700,-0.051914,1741.361000,-0.040653,-0.052446
1741.843000,-0.034957,-0.051342,1741.843000,-0.042714,-0.051997
1742.325000,-0.036673,-0.050763,1742.325000,-0.044618,-0.051541
1742.807000,-0.038382,-0.050178,1742.807000,-0.045846,-0.051078
1743.289000,-0.041782,-0.049585,1743.289000,-0.044532,-0.050608
1743.771000,-0.045168,-0.048986,1743.771000,-0.043258,-0.050131
1744.253000,-0.050797,-0.048380,1744.253000,-0.041601,-0.049647
1744.735000,-0.053447,-0.047768,1744.735000,-0.038586,-0.049157
1745.217000,-0.057019,-0.047149,1745.217000,-0.035142,-0.048660
1745.699000,-0.058870,-0.046524,1745.699000,-0.031621,-0.048156
1746.181000,-0.058357,-0.045893,1746.181000,-0.027755,-0.047647
1746.663000,-0.056330,-0.045255,1746.663000,-0.024207,-0.047130
1747.145000,-0.052819,-0.044612,1747.145000,-0.022057,-0.046607
1747.627000,-0.048187,-0.043962,1747.627000,-0.022689,-0.046078
1748.109000,-0.041634,-0.043307,1748.109000,-0.026966,-0.045543
1748.591000,-0.033738,-0.042645,1748.591000,-0.032399,-0.045002
1749.073000,-0.025188,-0.041978,1749.073000,-0.039308,-0.044455
1749.555000,-0.018591,-0.041305,1749.555000,-0.047576,-0.043901
1750.037000,-0.013720,-0.040627,1750.037000,-0.053143,-0.043342
1750.519000,-0.010057,-0.039944,1750.519000,-0.060677,-0.042777
1751.001000,-0.007851,-0.039255,1751.001000,-0.066790,-0.042207
1751.483000,-0.006137,-0.038560,1751.483000,-0.069359,-0.041630
1751.965000,-0.007135,-0.037861,1751.965000,-0.071000,-0.041048
1752.447000,-0.009245,-0.037157,1752.447000,-0.069822,-0.040461
1752.929000,-0.010171,-0.036447,1752.929000,-0.067345,-0.039868
1753.411000,-0.010063,-0.035733,1753.411000,-0.063221,-0.039270
1753.893000,-0.009942,-0.035014,1753.893000,-0.061818,-0.038667
