wn1,R_obs1,R_fit1,wn2,R_obs2,R_fit2
1576.999000,0.222974,0.083360,1576.999000,0.138704,0.080977
1577.481000,0.238873,0.083452,1577.481000,0.154878,0.081172
1577.963000,0.253138,0.083532,1577.963000,0.169638,0.081356
1578.445000,0.263661,0.083601,1578.445000,0.181088,0.081529
1578.927000,0.272224,0.083658,1578.927000,0.189112,0.081690
1579.409000,0.279630,0.083704,1579.409000,0.193448,0.081840
1579.891000,0.283631,0.083738,1579.891000,0.195642,0.081978
1580.373000,0.289166,0.083760,1580.373000,0.198812,0.082105
1580.855000,0.294355,0.083771,1580.855000,0.203199,0.082221
1581.337000,0.300444,0.083771,1581.337000,0.204470,0.082326
1581.819000,0.307396,0.083758,1581.819000,0.209461,0.082419
1582.301000,0.310173,0.083735,1582.301000,0.212678,0.082501
1582.783000,0.316046,0.083699,1582.783000,0.218861,0.082571
1583.265000,0.320302,0.083652,1583.265000,0.224754,0.082630
1583.747000,0.326610,0.083594,1583.747000,0.230864,0.082677
1584.229000,0.333671,0.083524,1584.229000,0.241155,0.082714
1584.711000,0.340858,0.083442,1584.711000,0.251653,0.082738
1585.193000,0.347936,0.083349,1585.193000,0.261454,0.082752
1585.675000,0.352406,0.083245,1585.675000,0.270548,0.082754
1586.157000,0.357101,0.083129,1586.157000,0.280050,0.082744
1586.639000,0.360142,0.083001,1586.639000,0.290628,0.082723
1587.121000,0.362622,0.082862,1587.121000,0.298857,0.082691
1587.603000,0.362618,0.082712,1587.603000,0.306364,0.082647
1588.085000,0.363662,0.082550,1588.085000,0.314525,0.082592
1588.567000,0.364164,0.082377,1588.567000,0.323281,0.082526
1589.049000,0.360262,0.082192,1589.049000,0.329719,0.082448
1589.531000,0.358125,0.081997,1589.531000,0.336678,0.082359
1590.013000,0.353457,0.081790,1590.013000,0.340112,0.082258
1590.495000,0.352204,0.081571,1590.495000,0.343387,0.082146
1590.977000,0.351681,0.081342,1590.977000,0.347093,0.082023
1591.459000,0.350742,0.081101,1591.459000,0.348532,0.081889
1591.941000,0.348856,0.080849,1591.941000,0.348886,0.081743
1592.423000,0.347320,0.080586,1592.423000,0.346223,0.081586
1592.905000,0.347959,0.080312,1592.905000,0.344954,0.081418
1593.387000,0.348794,0.080027,1593.387000,0.340327,0.081239
1593.869000,0.348789,0.079731,1593.869000,0.332328,0.081048
1594.351000,0.347713,0.079424,1594.351000,0.327131,0.080847
1594.833000,0.345629,0.079106,1594.833000,0.323014,0.080634
1595.315000,0.344877,0.078777,1595.315000,0.318503,0.080410
1595.797000,0.341036,0.078438,1595.797000,0.313264,0.080175
1596.279000,0.336582,0.078087,1596.279000,0.309523,0.079930
1596.761000,0.331527,0.077726,1596.761000,0.305920,0.079673
1597.243000,0.325356,0.077354,1597.243000,0.301659,0.079405
1597.725000,0.318305,0.076972,1597.725000,0.299350,0.079127
1598.207000,0.310303,0.076579,1598.207000,0.295202,0.078837
1598.689000,0.303410,0.076176,1598.689000,0.293093,0.078537
1599.171000,0.299082,0.075762,1599.171000,0.289268,0.078226
1599.653000,0.297323,0.075338,1599.653000,0.288059,0.077905
1600.135000,0.295457,0.074903,1600.135000,0.285883,0.077572
1600.617000,0.293832,0.074459,1600.617000,0.283541,0.077229
1601.099000,0.291371,0.074004,1601.099000,0.283623,0.076876
1601.581000,0.288661,0.073539,1601.581000,0.281897,0.076512
1602.063000,0.287158,0.073064,1602.063000,0.281365,0.076137
1602.545000,0.283844,0.072579,1602.545000,0.279860,0.075752
1603.027000,0.279790,0.072084,1603.027000,0.278818,0.075357
1603.509000,0.274601,0.071579,1603.509000,0.277441,0.074952
1603.991000,0.268714,0.071064,1603.991000,0.272169,0.074536
1604.473000,0.265937,0.070540,1604.473000,0.270425,0.074110
1604.955000,0.261276,0.070006,1604.955000,0.267247,0.073674
1605.437000,0.255681,0.069462,1605.437000,0.264656,0.073228
1605.919000,0.247611,0.068909,1605.919000,0.261928,0.072771
1606.401000,0.242543,0.068347,1606.401000,0.261199,0.072305
1606.883000,0.237167,0.067775,1606.883000,0.257418,0.071829
1607.365000,0.231265,0.067195,1607.365000,0.250940,0.071344
1607.847000,0.224688,0.066605,1607.847000,0.244121,0.070848
1608.329000,0.217127,0.066005,1608.329000,0.235929,0.070343
1608.811000,0.209640,0.065397,1608.811000,0.229406,0.069828
1609.293000,0.201172,0.064780,1609.293000,0.220212,0.069304
1609.775000,0.195115,0.064155,1609.775000,0.211069,0.068771
1610.257000,0.188044,0.063520,1610.257000,0.201648,0.068228
1610.739000,0.184966,0.062877,1610.739000,0.191690,0.067675
1611.221000,0.178989,0.062225,1611.221000,0.186828,0.067114
1611.703000,0.171026,0.061565,1611.703000,0.180685,0.066543
1612.185000,0.163021,0.060897,1612.185000,0.174878,0.065964
1612.667000,0.154758,0.060220,1612.667000,0.170246,0.065375
1613.149000,0.148366,0.059535,1613.149000,0.165470,0.064778
1613.631000,0.142040,0.058842,1613.631000,0.161773,0.064171
1614.113000,0.134425,0.058141,1614.113000,0.155431,0.063556
1614.595000,0.126642,0.057433,1614.595000,0.149768,0.062933
1615.077000,0.118527,0.056716,1615.077000,0.144493,0.062301
1615.559000,0.111720,0.055992,1615.559000,0.136154,0.061660
1616.041000,0.105001,0.055260,1616.041000,0.126316,0.061011
1616.523000,0.100300,0.054521,1616.523000,0.117035,0.060354
1617.005000,0.094567,0.053774,1617.005000,0.108763,0.059688
1617.487000,0.092116,0.053020,1617.487000,0.098580,0.059015
1617.969000,0.087701,0.052259,1617.969000,0.087714,0.058334
1618.451000,0.085248,0.051491,1618.451000,0.077153,0.057644
1618.933000,0.083492,0.050716,1618.933000,0.068263,0.056947
1619.415000,0.081217,0.049935,1619.415000,0.061182,0.056242
1619.897000,0.078099,0.049146,1619.897000,0.056785,0.055530
1620.379000,0.075813,0.048351,1620.379000,0.055050,0.054810
1620.861000,0.073649,0.047549,1620.861000,0.049643,0.054083
1621.343000,0.071511,0.046741,1621.343000,0.044999,0.053348
1621.825000,0.070371,0.045927,1621.825000,0.040752,0.052606
1622.307000,0.069561,0.045107,1622.307000,0.035423,0.051857
1622.789000,0.068522,0.044280,1622.789000,0.032806,0.051101
1623.271000,0.067192,0.043448,1623.271000,0.028907,0.050339
1623.753000,0.067230,0.042610,1623.753000,0.026165,0.049569
1624.235000,0.067740,0.041766,1624.235000,0.020714,0.048793
1624.717000,0.067399,0.040916,1624.717000,0.015626,0.048010
1625.199000,0.066076,0.040061,1625.199000,0.013574,0.047221
1625.681000,0.065268,0.039201,1625.681000,0.011363,0.046426
1626.163000,0.064415,0.038336,1626.163000,0.009722,0.045624
1626.645000,0.063415,0.037465,1626.645000,0.008370,0.044816
1627.127000,0.062106,0.036590,1627.127000,0.007056,0.044002
1627.609000,0.061990,0.035709,1627.609000,0.005753,0.043183
1628.091000,0.062786,0.034824,1628.091000,0.004154,0.042357
1628.573000,0.062284,0.033935,1628.573000,0.004184,0.041526
1629.055000,0.062189,0.033041,1629.055000,0.005083,0.040689
1629.537000,0.062215,0.032142,1629.537000,0.007159,0.039847
1630.019000,0.062975,0.031239,1630.019000,0.009235,0.039000
1630.501000,0.065852,0.030332,1630.501000,0.014542,0.038147
1630.983000,0.067476,0.029422,1630.983000,0.020219,0.037289
1631.465000,0.069433,0.028507,1631.465000,0.028066,0.036427
1631.947000,0.071793,0.027589,1631.947000,0.036991,0.035559
1632.429000,0.074288,0.026667,1632.429000,0.045025,0.034687
1632.911000,0.075255,0.025741,1632.911000,0.052325,0.033810
1633.393000,0.076851,0.024813,1633.393000,0.060046,0.032929
1633.875000,0.075144,0.023881,1633.875000,0.068676,0.032044
1634.357000,0.076278,0.022946,1634.357000,0.074757,0.031154
1634.839000,0.073002,0.022008,1634.839000,0.078339,0.030260
1635.321000,0.071085,0.021067,1635.321000,0.079715,0.029362
1635.803000,0.068054,0.020123,1635.803000,0.079582,0.028460
1636.285000,0.066262,0.019177,1636.285000,0.080414,0.027555
1636.767000,0.063311,0.018229,1636.767000,0.078467,0.026646
1637.249000,0.062566,0.017278,1637.249000,0.076147,0.025733
1637.731000,0.061741,0.016325,1637.731000,0.075324,0.024817
1638.213000,0.061375,0.015370,1638.213000,0.077318,0.023898
1638.695000,0.060618,0.014414,1638.695000,0.077163,0.022976
1639.177000,0.063203,0.013455,1639.177000,0.078905,0.022051
1639.659000,0.062956,0.012495,1639.659000,0.081574,0.021123
1640.141000,0.061705,0.011533,1640.141000,0.084924,0.020192
1640.623000,0.059198,0.010570,1640.623000,0.090800,0.019259
1641.105000,0.058652,0.009606,1641.105000,0.093847,0.018323
1641.587000,0.054650,0.008641,1641.587000,0.096123,0.017385
1642.069000,0.056222,0.007674,1642.069000,0.097266,0.016445
1642.551000,0.055428,0.006707,1642.551000,0.099333,0.015503
1643.033000,0.056060,0.005739,1643.033000,0.101234,0.014559
1643.515000,0.053201,0.004771,1643.515000,0.100315,0.013613
1643.997000,0.051993,0.003802,1643.997000,0.099884,0.012665
1644.479000,0.050190,0.002833,1644.479000,0.098635,0.011716
1644.961000,0.047640,0.001864,1644.961000,0.094881,0.010765
1645.443000,0.044524,0.000895,1645.443000,0.087614,0.009813
1645.925000,0.044091,-0.000074,1645.925000,0.082009,0.008860
1646.407000,0.038569,-0.001043,1646.407000,0.074595,0.007906
1646.889000,0.033391,-0.002012,1646.889000,0.066072,0.006951
1647.371000,0.029151,-0.002980,1647.371000,0.059533,0.005995
1647.853000,0.025244,-0.003947,1647.853000,0.052304,0.005039
1648.335000,0.023038,-0.004914,1648.335000,0.046070,0.004082
1648.817000,0.023880,-0.005879,1648.817000,0.043785,0.003125
1649.299000,0.025941,-0.006844,1649.299000,0.044673,0.002167
1649.781000,0.028224,-0.007807,1649.781000,0.046881,0.001210
1650.263000,0.028941,-0.008769,1650.263000,0.050298,0.000253
1650.745000,0.029850,-0.009730,1650.745000,0.050755,-0.000705
1651.227000,0.030893,-0.010689,1651.227000,0.046486,-0.001662
1651.709000,0.031975,-0.011646,1651.709000,0.038219,-0.002618
1652.191000,0.033787,-0.012602,1652.191000,0.026277,-0.003574
1652.673000,0.035057,-0.013555,1652.673000,0.016042,-0.004529
1653.155000,0.034620,-0.014507,1653.155000,0.006145,-0.005484
1653.637000,0.034951,-0.015456,1653.637000,-0.004597,-0.006437
1654.119000,0.034926,-0.016402,1654.119000,-0.011227,-0.007390
1654.601000,0.034427,-0.017347,1654.601000,-0.014489,-0.008341
1655.083000,0.034447,-0.018288,1655.083000,-0.014431,-0.009291
1655.565000,0.035037,-0.019227,1655.565000,-0.006807,-0.010239
1656.047000,0.036559,-0.020163,1656.047000,0.004105,-0.011186
1656.529000,0.037383,-0.021096,1656.529000,0.016010,-0.012131
1657.011000,0.037025,-0.022026,1657.011000,0.028771,-0.013074
1657.493000,0.037769,-0.022952,1657.493000,0.038745,-0.014015
1657.975000,0.038138,-0.023875,1657.975000,0.046390,-0.014954
1658.457000,0.038582,-0.024795,1658.457000,0.051992,-0.015890
1658.939000,0.039133,-0.025711,1658.939000,0.054311,-0.016825
1659.421000,0.038430,-0.026623,1659.421000,0.056745,-0.017756
1659.903000,0.037895,-0.027531,1659.903000,0.058172,-0.018686
1660.385000,0.036625,-0.028435,1660.385000,0.055816,-0.019612
1660.867000,0.034420,-0.029335,1660.867000,0.055303,-0.020535
1661.349000,0.033645,-0.030231,1661.349000,0.053115,-0.021456
1661.831000,0.031527,-0.031122,1661.831000,0.049616,-0.022373
1662.313000,0.028729,-0.032009,1662.313000,0.049646,-0.023287
1662.795000,0.025408,-0.032891,1662.795000,0.047949,-0.024198
1663.277000,0.021724,-0.033768,1663.277000,0.046020,-0.025105
1663.759000,0.017416,-0.034640,1663.759000,0.047207,-0.026008
1664.241000,0.016632,-0.035508,1664.241000,0.050407,-0.026908
1664.723000,0.014180,-0.036370,1664.723000,0.055490,-0.027803
1665.205000,0.012166,-0.037227,1665.205000,0.061890,-0.028695
1665.687000,0.009381,-0.038079,1665.687000,0.068730,-0.029582
1666.169000,0.006901,-0.038925,1666.169000,0.076805,-0.030466
1666.651000,0.004837,-0.039765,1666.651000,0.085206,-0.031345
1667.133000,0.003358,-0.040600,1667.133000,0.091188,-0.032219
1667.615000,0.003739,-0.041429,1667.615000,0.095291,-0.033089
1668.097000,0.004030,-0.042252,1668.097000,0.097775,-0.033954
1668.579000,0.001981,-0.043069,1668.579000,0.097618,-0.034814
1669.061000,-0.000237,-0.043880,1669.061000,0.096850,-0.035669
1669.543000,-0.003027,-0.044685,1669.543000,0.095561,-0.036519
1670.025000,-0.004433,-0.045483,1670.025000,0.093369,-0.037364
1670.507000,-0.005268,-0.046275,1670.507000,0.090638,-0.038203
1670.989000,-0.004583,-0.047060,1670.989000,0.086591,-0.039037
1671.471000,-0.006108,-0.047838,1671.471000,0.081962,-0.039866
1671.953000,-0.007965,-0.048610,1671.953000,0.075248,-0.040689
1672.435000,-0.010768,-0.049374,1672.435000,0.068575,-0.041506
1672.917000,-0.011842,-0.050132,1672.917000,0.060628,-0.042317
1673.399000,-0.011854,-0.050882,1673.399000,0.051878,-0.043122
1673.881000,-0.010648,-0.051625,1673.881000,0.043628,-0.043921
1674.363000,-0.010019,-0.052361,1674.363000,0.031647,-0.044714
1674.845000,-0.010803,-0.053090,1674.845000,0.021792,-0.045500
1675.327000,-0.011469,-0.053811,1675.327000,0.012647,-0.046280
1675.809000,-0.010875,-0.054524,1675.809000,0.006649,-0.047054
1676.291000,-0.010158,-0.055229,1676.291000,0.003408,-0.047821
1676.773000,-0.008590,-0.055927,1676.773000,0.000272,-0.048581
1677.255000,-0.006795,-0.056617,1677.255000,0.000195,-0.049334
1677.737000,-0.006410,-0.057299,1677.737000,0.000581,-0.050080
1678.219000,-0.006782,-0.057972,1678.219000,0.002019,-0.050820
1678.701000,-0.007379,-0.058638,1678.701000,0.005934,-0.051552
1679.183000,-0.008577,-0.059295,1679.183000,0.011240,-0.052277
1679.665000,-0.009578,-0.059944,1679.665000,0.015817,-0.052994
1680.147000,-0.010803,-0.060584,1680.147000,0.020464,-0.053704
1680.629000,-0.011037,-0.061216,1680.629000,0.023343,-0.054406
1681.111000,-0.012766,-0.061839,1681.111000,0.024766,-0.055101
1681.593000,-0.014427,-0.062453,1681.593000,0.026326,-0.055788
1682.075000,-0.016012,-0.063059,1682.075000,0.023520,-0.056468
1682.557000,-0.015603,-0.063656,1682.557000,0.019849,-0.057139
1683.039000,-0.015578,-0.064243,1683.039000,0.012911,-0.057802
1683.521000,-0.015317,-0.064822,1683.521000,0.004808,-0.058457
1684.003000,-0.014559,-0.065392,1684.003000,-0.003375,-0.059104
1684.485000,-0.014494,-0.065952,1684.485000,-0.013085,-0.059743
1684.967000,-0.014156,-0.066503,1684.967000,-0.022165,-0.060373
1685.449000,-0.013153,-0.067045,1685.449000,-0.027693,-0.060995
1685.931000,-0.013916,-0.067577,1685.931000,-0.031526,-0.061609
1686.413000,-0.015049,-0.068100,1686.413000,-0.033959,-0.062214
1686.895000,-0.015734,-0.068613,1686.895000,-0.035017,-0.062810
1687.377000,-0.016337,-0.069117,1687.377000,-0.034560,-0.063397
1687.859000,-0.019492,-0.069611,1687.859000,-0.031172,-0.063975
1688.341000,-0.022249,-0.070095,1688.341000,-0.029534,-0.064545
1688.823000,-0.025654,-0.070569,1688.823000,-0.029007,-0.065105
1689.305000,-0.027929,-0.071034,1689.305000,-0.026406,-0.065657
1689.787000,-0.030598,-0.071488,1689.787000,-0.024266,-0.066199
1690.269000,-0.034127,-0.071932,1690.269000,-0.023297,-0.066732
1690.751000,-0.036451,-0.072367,1690.751000,-0.022268,-0.067256
1691.233000,-0.034482,-0.072791,1691.233000,-0.022481,-0.067770
1691.715000,-0.034405,-0.073205,1691.715000,-0.023773,-0.068275
1692.197000,-0.033031,-0.073609,1692.197000,-0.020977,-0.068770
1692.679000,-0.033253,-0.074002,1692.679000,-0.018549,-0.069256
1693.161000,-0.031965,-0.074386,1693.161000,-0.016426,-0.069732
1693.643000,-0.030906,-0.074758,1693.643000,-0.014471,-0.070199
1694.125000,-0.030058,-0.075121,1694.125000,-0.012248,-0.070656
1694.607000,-0.032038,-0.075472,1694.607000,-0.009515,-0.071102
1695.089000,-0.032760,-0.075814,1695.089000,-0.005944,-0.071540
1695.571000,-0.034115,-0.076144,1695.571000,-0.000724,-0.071967
1696.053000,-0.034114,-0.076464,1696.053000,0.004560,-0.072384
1696.535000,-0.034856,-0.076774,1696.535000,0.011119,-0.072791
1697.017000,-0.035153,-0.077072,1697.017000,0.015517,-0.073188
1697.499000,-0.033623,-0.077360,1697.499000,0.016214,-0.073574
1697.981000,-0.030367,-0.077637,1697.981000,0.014565,-0.073951
1698.463000,-0.031028,-0.077904,1698.463000,0.009908,-0.074317
1698.945000,-0.031187,-0.078159,1698.945000,0.004492,-0.074673
1699.427000,-0.032666,-0.078404,1699.427000,-0.003965,-0.075019
1699.909000,-0.032896,-0.078637,1699.909000,-0.011663,-0.075354
1700.391000,-0.034238,-0.078860,1700.391000,-0.018768,-0.075679
1700.873000,-0.037795,-0.079072,1700.873000,-0.024918,-0.075993
1701.355000,-0.043848,-0.079272,1701.355000,-0.029456,-0.076297
1701.837000,-0.048306,-0.079462,1701.837000,-0.031807,-0.076590
1702.319000,-0.051776,-0.079641,1702.319000,-0.032950,-0.076873
1702.801000,-0.055682,-0.079808,1702.801000,-0.031474,-0.077145
1703.283000,-0.057746,-0.079965,1703.283000,-0.029051,-0.077406
1703.765000,-0.058516,-0.080110,1703.765000,-0.029406,-0.077657
1704.247000,-0.057718,-0.080244,1704.247000,-0.031123,-0.077897
1704.729000,-0.056403,-0.080367,1704.729000,-0.033049,-0.078126
1705.211000,-0.054105,-0.080479,1705.211000,-0.035218,-0.078344
1705.693000,-0.051711,-0.080580,1705.693000,-0.036077,-0.078552
1706.175000,-0.049443,-0.080669,1706.175000,-0.036566,-0.078748
1706.657000,-0.043881,-0.080747,1706.657000,-0.035725,-0.078934
1707.139000,-0.041120,-0.080815,1707.139000,-0.033985,-0.079109
1707.621000,-0.039514,-0.080871,1707.621000,-0.030578,-0.079273
1708.103000,-0.037918,-0.080915,1708.103000,-0.027229,-0.079426
1708.585000,-0.036692,-0.080949,1708.585000,-0.023257,-0.079568
1709.067000,-0.037179,-0.080971,1709.067000,-0.018272,-0.079699
1709.549000,-0.039516,-0.080982,1709.549000,-0.013279,-0.079820
1710.031000,-0.039807,-0.080982,1710.031000,-0.010251,-0.079929
1710.513000,-0.042503,-0.080970,1710.513000,-0.007327,-0.080027
1710.995000,-0.045403,-0.080948,1710.995000,-0.003715,-0.080114
1711.477000,-0.048890,-0.080914,1711.477000,-0.000039,-0.080190
1711.959000,-0.051836,-0.080869,1711.959000,0.006016,-0.080255
1712.441000,-0.055245,-0.080813,1712.441000,0.011710,-0.080309
1712.923000,-0.059891,-0.080746,1712.923000,0.017359,-0.080352
1713.405000,-0.059166,-0.080667,1713.405000,0.021189,-0.080384
1713.887000,-0.060014,-0.080577,1713.887000,0.026780,-0.080405
1714.369000,-0.057874,-0.080477,1714.369000,0.031759,-0.080414
1714.851000,-0.054750,-0.080365,1714.851000,0.033576,-0.080413
1715.333000,-0.049572,-0.080242,1715.333000,0.032445,-0.080401
1715.815000,-0.046780,-0.080108,1715.815000,0.026619,-0.080378
1716.297000,-0.041386,-0.079962,1716.297000,0.014905,-0.080343
1716.779000,-0.035107,-0.079806,1716.779000,0.001315,-0.080298
1717.261000,-0.030723,-0.079639,1717.261000,-0.012807,-0.080241
1717.743000,-0.027000,-0.079461,1717.743000,-0.026935,-0.080174
1718.225000,-0.026447,-0.079272,1718.225000,-0.040805,-0.080095
1718.707000,-0.026350,-0.079072,1718.707000,-0.052971,-0.080006
1719.189000,-0.027001,-0.078861,1719.189000,-0.061547,-0.079906
1719.671000,-0.031173,-0.078639,1719.671000,-0.066698,-0.079794
1720.153000,-0.033460,-0.078407,1720.153000,-0.070061,-0.079672
1720.635000,-0.037553,-0.078163,1720.635000,-0.067520,-0.079539
1721.117000,-0.039598,-0.077909,1721.117000,-0.062643,-0.079395
1721.599000,-0.041321,-0.077644,1721.599000,-0.057549,-0.079240
1722.081000,-0.043019,-0.077369,1722.081000,-0.053321,-0.079074
1722.563000,-0.044576,-0.077083,1722.563000,-0.050882,-0.078898
1723.045000,-0.044982,-0.076786,1723.045000,-0.049814,-0.078710
1723.527000,-0.046106,-0.076479,1723.527000,-0.048998,-0.078512
1724.009000,-0.047557,-0.076161,1724.009000,-0.048186,-0.078303
1724.491000,-0.048874,-0.075832,1724.491000,-0.049076,-0.078084
1724.973000,-0.050577,-0.075494,1724.973000,-0.050961,-0.077853
1725.455000,-0.049902,-0.075145,1725.455000,-0.052675,-0.077613
1725.937000,-0.049653,-0.074786,1725.937000,-0.052621,-0.077361
1726.419000,-0.050435,-0.074416,1726.419000,-0.052583,-0.077099
1726.901000,-0.050709,-0.074036,1726.901000,-0.052336,-0.076827
1727.383000,-0.050232,-0.073646,1727.383000,-0.049918,-0.076544
1727.865000,-0.049406,-0.073246,1727.865000,-0.046742,-0.076250
1728.347000,-0.050532,-0.072836,1728.347000,-0.044217,-0.075946
1728.829000,-0.051944,-0.072417,1728.829000,-0.041772,-0.075632
1729.311000,-0.052697,-0.071987,1729.311000,-0.038634,-0.075308
1729.793000,-0.055163,-0.071547,1729.793000,-0.037445,-0.074973
1730.275000,-0.058308,-0.071098,1730.275000,-0.039528,-0.074628
1730.757000,-0.060032,-0.070638,1730.757000,-0.040780,-0.074273
1731.239000,-0.059741,-0.070170,1731.239000,-0.044561,-0.073908
1731.721000,-0.059461,-0.069691,1731.721000,-0.048378,-0.073533
1732.203000,-0.057214,-0.069203,1732.203000,-0.053358,-0.073148
1732.685000,-0.054449,-0.068706,1732.685000,-0.059668,-0.072753
1733.167000,-0.050198,-0.068199,1733.167000,-0.064982,-0.072348
1733.649000,-0.044880,-0.067683,1733.649000,-0.070779,-0.071933
1734.131000,-0.038989,-0.067158,1734.131000,-0.073947,-0.071508
1734.613000,-0.035095,-0.066624,1734.613000,-0.073589,-0.071074
1735.095000,-0.031529,-0.066080,1735.095000,-0.071397,-0.070630
1735.577000,-0.028239,-0.065528,1735.577000,-0.068340,-0.070177
1736.059000,-0.025445,-0.064967,1736.059000,-0.062525,-0.069714
1736.541000,-0.022869,-0.064397,1736.541000,-0.057294,-0.069242
1737.023000,-0.022118,-0.063818,1737.023000,-0.052127,-0.068760
1737.505000,-0.022842,-0.063230,1737.505000,-0.044170,-0.068269
1737.987000,-0.022988,-0.062634,1737.987000,-0.040040,-0.067769
1738.469000,-0.024235,-0.062030,1738.469000,-0.035743,-0.067259
1738.951000,-0.025116,-0.061417,1738.951000,-0.034751,-0.066741
1739.433000,-0.025973,-0.060796,1739.433000,-0.034950,-0.066213
1739.915000,-0.026864,-0.060166,1739.915000,-0.037329,-0.065677
1740.397000,-0.027472,-0.059529,1740.397000,-0.039692,-0.065132
1740.879000,-0.028919,-0.058883,1740.879000,-0.040655,-0.064578
1741.361000,-0.032700,-0.058229,1741.361000,-0.040653,-0.064015
1741.843000,-0.034957,-0.057568,1741.843000,-0.042714,-0.063443
1742.325000,-0.036673,-0.056899,1742.325000,-0.044618,-0.062864
1742.807000,-0.038382,-0.056222,1742.807000,-0.045846,-0.062275
1743.289000,-0.041782,-0.055537,1743.289000,-0.044532,-0.061679
1743.771000,-0.045168,-0.054845,1743.771000,-0.043258,-0.061074
1744.253000,-0.050797,-0.054146,1744.253000,-0.041601,-0.060461
1744.735000,-0.053447,-0.053440,1744.735000,-0.038586,-0.059839
1745.217000,-0.057019,-0.052726,1745.217000,-0.035142,-0.059210
1745.699000,-0.058870,-0.052005,1745.699000,-0.031621,-0.058573
1746.181000,-0.058357,-0.051277,1746.181000,-0.027755,-0.057928
1746.663000,-0.056330,-0.050543,1746.663000,-0.024207,-0.057275
1747.145000,-0.052819,-0.049801,1747.145000,-0.022057,-0.056615
1747.627000,-0.048187,-0.049053,1747.627000,-0.022689,-0.055947
1748.109000,-0.041634,-0.048299,1748.109000,-0.026966,-0.055271
1748.591000,-0.033738,-0.047538,1748.591000,-0.032399,-0.054588
1749.073000,-0.025188,-0.046770,1749.073000,-0.039308,-0.053898
1749.555000,-0.018591,-0.045997,1749.555000,-0.047576,-0.053201
1750.037000,-0.013720,-0.045217,1750.037000,-0.053143,-0.052497
1750.519000,-0.010057,-0.044432,1750.519000,-0.060677,-0.051785
1751.001000,-0.007851,-0.043640,1751.001000,-0.066790,-0.051067
1751.483000,-0.006137,-0.042843,1751.483000,-0.069359,-0.050342
1751.965000,-0.007135,-0.042040,1751.965000,-0.071000,-0.049611
1752.447000,-0.009245,-0.041231,1752.447000,-0.069822,-0.048873
1752.929000,-0.010171,-0.040417,1752.929000,-0.067345,-0.048128
1753.411000,-0.010063,-0.039598,1753.411000,-0.063221,-0.047377
1753.893000,-0.009942,-0.038773,1753.893000,-0.061818,-0.046620
