wavenumber_cm-1,reflectance_%
2047.056000,28.046724
2047.538000,28.012267
2048.020000,27.980531
2048.502000,27.948071
2048.984000,27.917614
2049.466000,27.884764
2049.948000,27.852198
2050.430000,27.819068
2050.912000,27.790412
2051.394000,27.760031
2051.876000,27.731204
2052.358000,27.701568
2052.840000,27.672628
2053.322000,27.647347
2053.804000,27.622471
2054.286000,27.595702
2054.768000,27.571849
2055.250000,27.544869
2055.732000,27.516748
2056.214000,27.487205
2056.696000,27.456427
2057.178000,27.427656
2057.660000,27.399138
2058.142000,27.369586
2058.624000,27.339483
2059.106000,27.311282
2059.588000,27.285071
2060.070000,27.258420
2060.552000,27.233347
2061.034000,27.206241
2061.516000,27.179779
2061.998000,27.151808
2062.480000,27.122914
2062.962000,27.093818
2063.444000,27.064835
2063.926000,27.035801
2064.408000,27.001728
2064.890000,26.967752
2065.372000,26.934182
2065.854000,26.902379
2066.336000,26.871693
2066.818000,26.840548
2067.300000,26.814465
2067.782000,26.787032
2068.264000,26.762790
2068.746000,26.740499
2069.228000,26.718810
2069.710000,26.696410
2070.192000,26.675351
2070.674000,26.653121
2071.156000,26.628410
2071.638000,26.604284
2072.120000,26.578168
2072.602000,26.552459
2073.084000,26.526401
2073.566000,26.502204
2074.048000,26.477059
2074.530000,26.448459
2075.012000,26.421962
2075.494000,26.395487
2075.976000,26.369205
2076.458000,26.343370
2076.940000,26.320105
2077.422000,26.294989
2077.904000,26.272388
2078.386000,26.251108
2078.868000,26.227684
2079.350000,26.204847
2079.832000,26.183383
2080.314000,26.161382
2080.796000,26.136884
2081.278000,26.114348
2081.760000,26.092642
2082.242000,26.069904
2082.724000,26.048111
2083.206000,26.024557
2083.688000,26.000399
2084.170000,25.975582
2084.652000,25.952515
2085.134000,25.927555
2085.616000,25.902579
2086.098000,25.875764
2086.580000,25.853344
2087.062000,25.829677
2087.544000,25.808355
2088.026000,25.787504
2088.508000,25.767106
2088.990000,25.745450
2089.472000,25.725550
2089.954000,25.705529
2090.436000,25.687683
2090.918000,25.669152
2091.400000,25.650868
2091.882000,25.631617
2092.364000,25.613950
2092.846000,25.593594
2093.328000,25.576246
2093.810000,25.555633
2094.292000,25.535190
2094.774000,25.515336
2095.256000,25.496296
2095.738000,25.475070
2096.220000,25.454497
2096.702000,25.438342
2097.184000,25.421244
2097.666000,25.401076
2098.148000,25.381107
2098.630000,25.361691
2099.112000,25.342887
2099.594000,25.323040
2100.076000,25.304178
2100.558000,25.282759
2101.040000,25.263563
2101.522000,25.246508
2102.004000,25.228409
2102.486000,25.209777
2102.968000,25.193728
2103.450000,25.180494
2103.932000,25.162815
2104.414000,25.143302
2104.896000,25.126543
2105.378000,25.111563
2105.860000,25.095774
2106.342000,25.078336
2106.824000,25.062173
2107.306000,25.045230
2107.788000,25.028808
2108.270000,25.013158
2108.752000,24.996429
2109.234000,24.983369
2109.716000,24.972801
2110.198000,24.960350
2110.680000,24.945478
2111.162000,24.931347
2111.644000,24.920623
2112.126000,24.908359
2112.608000,24.895433
2113.090000,24.883517
2113.572000,24.874312
2114.054000,24.861702
2114.536000,24.850165
2115.018000,24.839009
2115.500000,24.826727
2115.982000,24.817402
2116.464000,24.807542
2116.946000,24.794323
2117.428000,24.780408
2117.910000,24.768863
2118.392000,24.758713
2118.874000,24.748188
2119.356000,24.738168
2119.838000,24.729636
2120.320000,24.721364
2120.802000,24.712799
2121.284000,24.708133
2121.766000,24.700841
2122.248000,24.692193
2122.730000,24.685020
2123.212000,24.676935
2123.694000,24.667868
2124.176000,24.659249
2124.658000,24.652669
2125.140000,24.646179
2125.622000,24.640301
2126.104000,24.633452
2126.586000,24.626039
2127.068000,24.619352
2127.550000,24.614329
2128.032000,24.609637
2128.514000,24.603479
2128.996000,24.597284
2129.478000,24.591645
2129.960000,24.584681
2130.442000,24.578747
2130.924000,24.573522
2131.406000,24.569009
2131.888000,24.562424
2132.370000,24.558789
2132.852000,24.555577
2133.334000,24.550857
2133.816000,24.547160
2134.298000,24.545366
2134.780000,24.541776
2135.262000,24.539801
2135.744000,24.537698
2136.226000,24.535812
2136.708000,24.533719
2137.190000,24.533089
2137.672000,24.532655
2138.154000,24.531841
2138.636000,24.530624
2139.118000,24.532131
2139.600000,24.533274
2140.082000,24.531101
2140.564000,24.531000
2141.046000,24.531550
2141.528000,24.531003
2142.010000,24.531856
2142.492000,24.532649
2142.974000,24.532808
2143.456000,24.532353
2143.938000,24.533444
2144.420000,24.534302
2144.902000,24.536492
2145.384000,24.539118
2145.866000,24.540748
2146.348000,24.540580
2146.830000,24.538928
2147.312000,24.539957
2147.794000,24.541428
2148.276000,24.543582
2148.758000,24.546188
2149.240000,24.547377
2149.722000,24.548821
2150.204000,24.549954
2150.686000,24.553039
2151.168000,24.556280
2151.650000,24.561083
2152.132000,24.563847
2152.614000,24.568761
2153.096000,24.572670
2153.578000,24.577651
2154.060000,24.582555
2154.542000,24.589184
2155.024000,24.597547
2155.506000,24.605007
2155.988000,24.609390
2156.470000,24.615339
2156.952000,24.620806
2157.434000,24.626700
2157.916000,24.632262
2158.398000,24.636649
2158.880000,24.641768
2159.362000,24.649591
2159.844000,24.655185
2160.326000,24.659740
2160.808000,24.665537
2161.290000,24.673168
2161.772000,24.681760
2162.254000,24.689716
2162.736000,24.695426
2163.218000,24.703300
2163.700000,24.711942
2164.182000,24.721060
2164.664000,24.732145
2165.146000,24.743102
2165.628000,24.755249
2166.110000,24.767117
2166.592000,24.778405
2167.074000,24.788503
2167.556000,24.800509
2168.038000,24.813077
2168.520000,24.826138
2169.002000,24.839293
2169.484000,24.849516
2169.966000,24.860627
2170.448000,24.871097
2170.930000,24.882031
2171.412000,24.893428
2171.894000,24.902302
2172.376000,24.909158
2172.858000,24.916980
2173.340000,24.926309
2173.822000,24.935436
2174.304000,24.947422
2174.786000,24.962912
2175.268000,24.979342
2175.750000,24.995949
2176.232000,25.011744
2176.714000,25.028725
2177.196000,25.045550
2177.678000,25.060280
2178.160000,25.073912
2178.642000,25.085021
2179.124000,25.096996
2179.606000,25.110129
2180.088000,25.122432
2180.570000,25.133610
2181.052000,25.145778
2181.534000,25.160313
2182.016000,25.174619
2182.498000,25.187013
2182.980000,25.201249
2183.462000,25.215817
2183.944000,25.230763
2184.426000,25.245394
2184.908000,25.260731
2185.390000,25.276846
2185.872000,25.294399
2186.354000,25.311283
2186.836000,25.327384
2187.318000,25.341735
2187.800000,25.355399
2188.282000,25.369184
2188.764000,25.383111
2189.246000,25.396294
2189.728000,25.411729
2190.210000,25.427064
2190.692000,25.443774
2191.174000,25.459931
2191.656000,25.476636
2192.138000,25.493867
2192.620000,25.511166
2193.102000,25.530314
2193.584000,25.549817
2194.066000,25.567335
2194.548000,25.584928
2195.030000,25.602231
2195.512000,25.622014
2195.994000,25.640347
2196.476000,25.659976
2196.958000,25.678612
2197.440000,25.695818
2197.922000,25.713877
2198.404000,25.733361
2198.886000,25.750194
2199.368000,25.765678
2199.850000,25.784923
2200.332000,25.804068
2200.814000,25.824517
2201.296000,25.844258
2201.778000,25.864968
2202.260000,25.886716
2202.742000,25.908761
2203.224000,25.931437
2203.706000,25.953033
2204.188000,25.975574
2204.670000,25.998538
2205.152000,26.020806
2205.634000,26.038561
2206.116000,26.055225
2206.598000,26.074333
2207.080000,26.089501
2207.562000,26.106214
2208.044000,26.119477
2208.526000,26.134966
2209.008000,26.152166
2209.490000,26.169675
2209.972000,26.189230
2210.454000,26.210814
2210.936000,26.235247
2211.418000,26.258649
2211.900000,26.285358
2212.382000,26.308634
2212.864000,26.334135
2213.346000,26.359345
2213.828000,26.379552
2214.310000,26.400064
2214.792000,26.419126
2215.274000,26.439619
2215.756000,26.459342
2216.238000,26.479378
2216.720000,26.499397
2217.202000,26.520174
2217.684000,26.539431
2218.166000,26.557045
2218.648000,26.578637
2219.130000,26.597204
2219.612000,26.618740
2220.094000,26.641490
2220.576000,26.661427
2221.058000,26.682492
2221.540000,26.705492
2222.022000,26.726532
2222.504000,26.748032
2222.986000,26.770021
2223.468000,26.790728
2223.950000,26.811869
2224.432000,26.829260
2224.914000,26.848424
2225.396000,26.869498
2225.878000,26.887292
2226.360000,26.907326
2226.842000,26.929340
2227.324000,26.950839
2227.806000,26.974372
2228.288000,26.998198
2228.770000,27.020256
2229.252000,27.044611
2229.734000,27.068978
2230.216000,27.093186
2230.698000,27.115937
2231.180000,27.137868
2231.662000,27.159152
2232.144000,27.178450
2232.626000,27.196910
2233.108000,27.216906
2233.590000,27.237517
2234.072000,27.259593
2234.554000,27.280881
2235.036000,27.301195
2235.518000,27.322634
2236.000000,27.345012
2236.482000,27.367974
2236.964000,27.391620
2237.446000,27.415478
2237.928000,27.439119
2238.410000,27.463304
2238.892000,27.486130
2239.374000,27.510670
2239.856000,27.534888
2240.338000,27.558519
2240.820000,27.581728
2241.302000,27.603992
2241.784000,27.626757
2242.266000,27.646749
2242.748000,27.667205
2243.230000,27.688226
2243.712000,27.708573
2244.194000,27.729219
2244.676000,27.749175
2245.158000,27.771752
2245.640000,27.792080
2246.122000,27.813934
2246.604000,27.834431
2247.086000,27.856065
2247.568000,27.877246
2248.050000,27.898239
2248.532000,27.919569
2249.014000,27.939482
2249.496000,27.959369
2249.978000,27.977553
2250.460000,27.996533
2250.942000,28.017986
2251.424000,28.037982
2251.906000,28.060181
2252.388000,28.081163
2252.870000,28.102381
2253.352000,28.124250
2253.834000,28.146504
2254.316000,28.167934
2254.798000,28.188188
2255.280000,28.207721
2255.762000,28.228032
2256.244000,28.246278
2256.726000,28.265190
2257.208000,28.287033
2257.690000,28.310592
2258.172000,28.331702
2258.654000,28.351198
2259.136000,28.371105
2259.618000,28.390568
2260.100000,28.411077
2260.582000,28.431657
2261.064000,28.453072
2261.546000,28.473271
2262.028000,28.492972
2262.510000,28.516298
2262.992000,28.538327
2263.474000,28.560656
2263.956000,28.585866
2264.438000,28.610001
2264.920000,28.631474
2265.402000,28.649632
2265.884000,28.670023
2266.366000,28.689291
2266.848000,28.708525
2267.330000,28.728616
2267.812000,28.748016
2268.294000,28.767792
2268.776000,28.785432
2269.258000,28.803043
2269.740000,28.820483
2270.222000,28.837508
2270.704000,28.856733
2271.186000,28.874186
2271.668000,28.892879
2272.150000,28.913063
2272.632000,28.933802
2273.114000,28.953076
2273.596000,28.972759
2274.078000,28.993954
2274.560000,29.013429
2275.042000,29.033119
2275.524000,29.048999
2276.006000,29.064947
2276.488000,29.080383
2276.970000,29.094195
2277.452000,29.108304
2277.934000,29.122919
2278.416000,29.138096
2278.898000,29.152771
2279.380000,29.167734
2279.862000,29.183925
2280.344000,29.203048
2280.826000,29.222861
2281.308000,29.241057
2281.790000,29.260126
2282.272000,29.275614
2282.754000,29.293422
2283.236000,29.310710
2283.718000,29.328212
2284.200000,29.344774
2284.682000,29.360630
2285.164000,29.374533
2285.646000,29.387135
2286.128000,29.400078
2286.610000,29.411816
2287.092000,29.424217
2287.574000,29.434882
2288.056000,29.445398
2288.538000,29.457546
2289.020000,29.469693
2289.502000,29.483937
2289.984000,29.496420
2290.466000,29.510955
2290.948000,29.525548
2291.430000,29.540955
2291.912000,29.556067
2292.394000,29.570475
2292.876000,29.583849
2293.358000,29.598652
2293.840000,29.613340
2294.322000,29.628047
2294.804000,29.642442
2295.286000,29.657863
2295.768000,29.672213
2296.250000,29.683165
2296.732000,29.692148
2297.214000,29.701537
2297.696000,29.710799
2298.178000,29.721790
2298.660000,29.733533
2299.142000,29.746543
2299.624000,29.760926
2300.106000,29.776622
2300.588000,29.791114
2301.070000,29.806390
2301.552000,29.821464
2302.034000,29.835920
2302.516000,29.848731
2302.998000,29.859531
2303.480000,29.867970
2303.962000,29.875246
2304.444000,29.884519
2304.926000,29.893363
2305.408000,29.902263
2305.890000,29.911068
2306.372000,29.921403
2306.854000,29.932470
2307.336000,29.943441
2307.818000,29.953029
2308.300000,29.963105
2308.782000,29.971454
2309.264000,29.980050
2309.746000,29.990247
2310.228000,29.999601
2310.710000,30.009086
2311.192000,30.017861
2311.674000,30.024891
2312.156000,30.032432
2312.638000,30.040728
2313.120000,30.048629
2313.602000,30.057706
2314.084000,30.065507
2314.566000,30.071361
2315.048000,30.077979
2315.530000,30.084408
2316.012000,30.091142
2316.494000,30.099507
2316.976000,30.106148
2317.458000,30.112313
2317.940000,30.118096
2318.422000,30.123584
2318.904000,30.128921
2319.386000,30.134261
2319.868000,30.139509
2320.350000,30.146418
2320.832000,30.152451
2321.314000,30.158025
2321.796000,30.164712
2322.278000,30.172106
2322.760000,30.179140
2323.242000,30.186282
2323.724000,30.190217
2324.206000,30.192822
2324.688000,30.194014
2325.170000,30.192727
2325.652000,30.189960
2326.134000,30.186415
2326.616000,30.183548
2327.098000,30.179041
2327.580000,30.175167
2328.062000,30.174300
2328.544000,30.176529
2329.026000,30.182002
2329.508000,30.189480
2329.990000,30.198960
2330.472000,30.208256
2330.954000,30.220878
2331.436000,30.235221
2331.918000,30.249737
2332.400000,30.263331
2332.882000,30.275976
2333.364000,30.287267
2333.846000,30.295072
2334.328000,30.302438
2334.810000,30.307605
2335.292000,30.312099
2335.774000,30.313709
2336.256000,30.313355
2336.738000,30.310067
2337.220000,30.304851
2337.702000,30.300326
2338.184000,30.294003
2338.666000,30.287456
2339.148000,30.280449
2339.630000,30.273219
2340.112000,30.267186
2340.594000,30.263245
2341.076000,30.263520
2341.558000,30.264609
2342.040000,30.269944
2342.522000,30.277043
2343.004000,30.287738
2343.486000,30.298836
2343.968000,30.311591
2344.450000,30.324753
2344.932000,30.336506
2345.414000,30.347250
2345.896000,30.355629
2346.378000,30.363938
2346.860000,30.369605
2347.342000,30.372447
2347.824000,30.373489
2348.306000,30.368019
2348.788000,30.358925
2349.270000,30.348062
2349.752000,30.334358
2350.234000,30.318391
2350.716000,30.301057
2351.198000,30.283534
2351.680000,30.268075
2352.162000,30.254166
2352.644000,30.243700
2353.126000,30.238201
2353.608000,30.233929
2354.090000,30.233253
2354.572000,30.236261
2355.054000,30.235391
2355.536000,30.232721
2356.018000,30.231225
2356.500000,30.227224
2356.982000,30.220903
2357.464000,30.211272
2357.946000,30.198815
2358.428000,30.185035
2358.910000,30.173525
2359.392000,30.162950
2359.874000,30.153436
2360.356000,30.145863
2360.838000,30.142919
2361.320000,30.145258
2361.802000,30.148883
2362.284000,30.155112
2362.766000,30.166848
2363.248000,30.179098
2363.730000,30.191836
2364.212000,30.204175
2364.694000,30.217241
2365.176000,30.231786
2365.658000,30.246805
2366.140000,30.259246
2366.622000,30.271107
2367.104000,30.280852
2367.586000,30.291381
2368.068000,30.302410
2368.550000,30.310959
2369.032000,30.318609
2369.514000,30.326898
2369.996000,30.333560
2370.478000,30.339713
2370.960000,30.345291
2371.442000,30.350452
2371.924000,30.355138
2372.406000,30.357334
2372.888000,30.360591
2373.370000,30.361702
2373.852000,30.362037
2374.334000,30.362431
2374.816000,30.361901
2375.298000,30.360206
2375.780000,30.359965
2376.262000,30.360680
2376.744000,30.359255
2377.226000,30.356400
2377.708000,30.354339
2378.190000,30.354196
2378.672000,30.353994
2379.154000,30.352867
2379.636000,30.352248
2380.118000,30.350247
2380.600000,30.349494
2381.082000,30.346947
2381.564000,30.344400
2382.046000,30.342335
2382.528000,30.340096
2383.010000,30.336601
2383.492000,30.330106
2383.974000,30.324719
2384.456000,30.320846
2384.938000,30.316263
2385.420000,30.310867
2385.902000,30.304629
2386.384000,30.298612
2386.866000,30.292614
2387.348000,30.287086
2387.830000,30.280312
2388.312000,30.272893
2388.794000,30.265068
2389.276000,30.257268
2389.758000,30.248417
2390.240000,30.240226
2390.722000,30.231864
2391.204000,30.225455
2391.686000,30.218800
2392.168000,30.212372
2392.650000,30.204872
2393.132000,30.197858
2393.614000,30.191756
2394.096000,30.185446
2394.578000,30.177609
2395.060000,30.169813
2395.542000,30.160670
2396.024000,30.151379
2396.506000,30.140382
2396.988000,30.129415
2397.470000,30.117328
2397.952000,30.106721
2398.434000,30.096679
2398.916000,30.085407
2399.398000,30.073547
2399.880000,30.062997
2400.362000,30.052685
2400.844000,30.043811
2401.326000,30.033635
2401.808000,30.022962
2402.290000,30.010549
2402.772000,30.000237
2403.254000,29.989083
2403.736000,29.976334
2404.218000,29.964867
2404.700000,29.953315
2405.182000,29.942974
2405.664000,29.932176
2406.146000,29.921734
2406.628000,29.913274
2407.110000,29.906810
2407.592000,29.900246
2408.074000,29.890662
2408.556000,29.882411
2409.038000,29.874045
2409.520000,29.864671
2410.002000,29.852934
2410.484000,29.841272
2410.966000,29.828779
2411.448000,29.813059
2411.930000,29.797077
2412.412000,29.781534
2412.894000,29.766890
2413.376000,29.753295
2413.858000,29.740153
2414.340000,29.724670
2414.822000,29.709427
2415.304000,29.697115
2415.786000,29.684349
2416.268000,29.671861
2416.750000,29.660402
2417.232000,29.649490
2417.714000,29.636601
2418.196000,29.624309
2418.678000,29.611792
2419.160000,29.598401
2419.642000,29.585275
2420.124000,29.571590
2420.606000,29.556771
2421.088000,29.543222
2421.570000,29.530384
2422.052000,29.518916
2422.534000,29.506782
2423.016000,29.494787
2423.498000,29.484335
2423.980000,29.474053
2424.462000,29.462548
2424.944000,29.449832
2425.426000,29.435478
2425.908000,29.422399
2426.390000,29.409806
2426.872000,29.396223
2427.354000,29.382211
2427.836000,29.368789
2428.318000,29.355930
2428.800000,29.341510
2429.282000,29.326666
2429.764000,29.311915
2430.246000,29.300360
2430.728000,29.287850
2431.210000,29.273990
2431.692000,29.259260
2432.174000,29.246189
2432.656000,29.233213
2433.138000,29.217869
2433.620000,29.203330
2434.102000,29.188305
2434.584000,29.172142
2435.066000,29.159297
2435.548000,29.142458
2436.030000,29.126141
2436.512000,29.109287
2436.994000,29.094042
2437.476000,29.078638
2437.958000,29.061433
2438.440000,29.044585
2438.922000,29.029354
2439.404000,29.014252
2439.886000,28.998184
2440.368000,28.983179
2440.850000,28.966695
2441.332000,28.950118
2441.814000,28.935700
2442.296000,28.919768
2442.778000,28.905716
2443.260000,28.891265
2443.742000,28.876789
2444.224000,28.863930
2444.706000,28.851523
2445.188000,28.839303
2445.670000,28.827700
2446.152000,28.815097
2446.634000,28.802247
2447.116000,28.789463
2447.598000,28.776288
2448.080000,28.761926
2448.562000,28.746977
2449.044000,28.731745
2449.526000,28.716777
2450.008000,28.700409
2450.490000,28.681897
2450.972000,28.663864
2451.454000,28.644314
2451.936000,28.623708
2452.418000,28.603670
2452.900000,28.584058
2453.382000,28.567507
2453.864000,28.551303
2454.346000,28.535591
2454.828000,28.520946
2455.310000,28.508273
2455.792000,28.495776
2456.274000,28.484979
2456.756000,28.472375
2457.238000,28.458721
2457.720000,28.444810
2458.202000,28.430399
2458.684000,28.416408
2459.166000,28.401121
2459.648000,28.386357
2460.130000,28.372511
2460.612000,28.356670
2461.094000,28.339730
2461.576000,28.324209
2462.058000,28.309948
2462.540000,28.294036
2463.022000,28.277988
2463.504000,28.260692
2463.986000,28.244264
2464.468000,28.228140
2464.950000,28.211213
2465.432000,28.195650
2465.914000,28.181542
2466.396000,28.166562
2466.878000,28.150290
2467.360000,28.130942
2467.842000,28.111300
2468.324000,28.093666
2468.806000,28.077071
2469.288000,28.059269
2469.770000,28.042568
2470.252000,28.025774
2470.734000,28.008913
2471.216000,27.992143
2471.698000,27.975443
2472.180000,27.960136
2472.662000,27.945425
2473.144000,27.929326
2473.626000,27.912194
2474.108000,27.895980
2474.590000,27.881047
2475.072000,27.867882
2475.554000,27.855835
2476.036000,27.842091
2476.518000,27.828641
2477.000000,27.814242
2477.482000,27.800092
2477.964000,27.786537
2478.446000,27.773621
2478.928000,27.758839
2479.410000,27.745175
2479.892000,27.731773
2480.374000,27.719057
2480.856000,27.707026
2481.338000,27.694778
2481.820000,27.682224
2482.302000,27.668413
2482.784000,27.652147
2483.266000,27.636470
2483.748000,27.620363
2484.230000,27.606152
2484.712000,27.590814
2485.194000,27.574715
2485.676000,27.557879
2486.158000,27.543614
2486.640000,27.530411
2487.122000,27.519233
2487.604000,27.507027
2488.086000,27.493893
2488.568000,27.480025
2489.050000,27.466857
2489.532000,27.454614
2490.014000,27.443205
2490.496000,27.429283
2490.978000,27.416566
2491.460000,27.402451
2491.942000,27.388224
2492.424000,27.373486
2492.906000,27.360037
2493.388000,27.346952
2493.870000,27.333554
2494.352000,27.317851
2494.834000,27.301709
2495.316000,27.287229
2495.798000,27.274565
2496.280000,27.261345
2496.762000,27.247497
2497.244000,27.233009
2497.726000,27.221979
2498.208000,27.211076
2498.690000,27.200912
2499.172000,27.190207
2499.654000,27.179516
2500.136000,27.167361
2500.618000,27.153457
2501.100000,27.138831
2501.582000,27.125589
2502.064000,27.111833
2502.546000,27.095892
2503.028000,27.078526
2503.510000,27.062466
2503.992000,27.047739
2504.474000,27.036188
2504.956000,27.023556
2505.438000,27.012734
2505.920000,27.001537
2506.402000,26.990213
2506.884000,26.979384
2507.366000,26.970947
2507.848000,26.963830
2508.330000,26.957103
2508.812000,26.949880
2509.294000,26.942531
2509.776000,26.934352
2510.258000,26.926769
2510.740000,26.918284
2511.222000,26.910062
2511.704000,26.901104
2512.186000,26.892551
2512.668000,26.882635
2513.150000,26.873039
2513.632000,26.862171
2514.114000,26.852569
2514.596000,26.841389
2515.078000,26.829382
2515.560000,26.819439
2516.042000,26.809447
2516.524000,26.796861
2517.006000,26.786643
2517.488000,26.774926
2517.970000,26.763506
2518.452000,26.753598
2518.934000,26.743200
2519.416000,26.731708
2519.898000,26.720191
2520.380000,26.707471
2520.862000,26.696572
2521.344000,26.685436
2521.826000,26.674813
2522.308000,26.665242
2522.790000,26.654248
2523.272000,26.643659
2523.754000,26.634822
2524.236000,26.623791
2524.718000,26.614377
2525.200000,26.606505
2525.682000,26.597968
2526.164000,26.589240
2526.646000,26.582375
2527.128000,26.576150
2527.610000,26.571321
2528.092000,26.566168
2528.574000,26.559806
2529.056000,26.553882
2529.538000,26.547195
2530.020000,26.540343
2530.502000,26.532408
2530.984000,26.525817
2531.466000,26.519454
2531.948000,26.512762
2532.430000,26.504566
2532.912000,26.495930
2533.394000,26.487828
2533.876000,26.478323
2534.358000,26.468924
2534.840000,26.459244
2535.322000,26.451477
2535.804000,26.443397
2536.286000,26.433705
2536.768000,26.424090
2537.250000,26.415456
2537.732000,26.408958
2538.214000,26.403043
2538.696000,26.397221
2539.178000,26.392757
2539.660000,26.387266
2540.142000,26.381233
2540.624000,26.374705
2541.106000,26.369280
2541.588000,26.365269
2542.070000,26.360045
2542.552000,26.353721
2543.034000,26.347284
2543.516000,26.339786
2543.998000,26.331565
2544.480000,26.324515
2544.962000,26.320986
2545.444000,26.317861
2545.926000,26.315440
2546.408000,26.310358
2546.890000,26.306202
2547.372000,26.303816
2547.854000,26.302119
2548.336000,26.301317
2548.818000,26.298682
2549.300000,26.298318
2549.782000,26.296296
2550.264000,26.292195
2550.746000,26.287794
2551.228000,26.284657
2551.710000,26.282645
2552.192000,26.279370
2552.674000,26.275620
2553.156000,26.272009
2553.638000,26.270464
2554.120000,26.269384
2554.602000,26.268652
2555.084000,26.268065
2555.566000,26.267286
2556.048000,26.266544
2556.530000,26.264544
2557.012000,26.263102
2557.494000,26.259588
2557.976000,26.257354
2558.458000,26.253362
2558.940000,26.250716
2559.422000,26.248735
2559.904000,26.246648
2560.386000,26.245589
2560.868000,26.244118
2561.350000,26.243342
2561.832000,26.241954
2562.314000,26.241883
2562.796000,26.240473
2563.278000,26.239538
2563.760000,26.239587
2564.242000,26.237220
2564.724000,26.236805
2565.206000,26.235293
2565.688000,26.236217
2566.170000,26.236749
2566.652000,26.236667
2567.134000,26.237521
2567.616000,26.236899
2568.098000,26.235822
2568.580000,26.235267
2569.062000,26.234771
2569.544000,26.233100
2570.026000,26.231709
2570.508000,26.229622
2570.990000,26.228165
2571.472000,26.227747
2571.954000,26.227619
2572.436000,26.229020
2572.918000,26.230029
2573.400000,26.230870
2573.882000,26.232153
2574.364000,26.232099
2574.846000,26.233085
2575.328000,26.236623
2575.810000,26.239385
2576.292000,26.241325
2576.774000,26.242955
2577.256000,26.245608
2577.738000,26.251517
2578.220000,26.256232
2578.702000,26.260886
2579.184000,26.265293
2579.666000,26.269137
2580.148000,26.272712
2580.630000,26.275931
2581.112000,26.278810
2581.594000,26.281890
2582.076000,26.284189
2582.558000,26.284739
2583.040000,26.285221
2583.522000,26.287166
2584.004000,26.291023
2584.486000,26.296450
2584.968000,26.300573
2585.450000,26.305244
2585.932000,26.310059
2586.414000,26.315267
2586.896000,26.320635
2587.378000,26.325474
2587.860000,26.331122
2588.342000,26.334743
2588.824000,26.337488
2589.306000,26.340550
2589.788000,26.343534
2590.270000,26.346521
2590.752000,26.348791
2591.234000,26.350625
2591.716000,26.351270
2592.198000,26.352933
2592.680000,26.355695
2593.162000,26.359862
2593.644000,26.366160
2594.126000,26.371946
2594.608000,26.379012
2595.090000,26.386117
2595.572000,26.391848
2596.054000,26.397115
2596.536000,26.402538
2597.018000,26.407533
2597.500000,26.410972
2597.982000,26.413258
2598.464000,26.415488
2598.946000,26.417700
2599.428000,26.422110
2599.910000,26.428513
2600.392000,26.435549
2600.874000,26.441360
2601.356000,26.449040
2601.838000,26.457877
2602.320000,26.465220
2602.802000,26.472459
2603.284000,26.481367
2603.766000,26.490104
2604.248000,26.498022
2604.730000,26.505500
2605.212000,26.513464
2605.694000,26.520927
2606.176000,26.530105
2606.658000,26.538015
2607.140000,26.545367
2607.622000,26.553702
2608.104000,26.562109
2608.586000,26.571707
2609.068000,26.580199
2609.550000,26.587394
2610.032000,26.597003
2610.514000,26.605310
2610.996000,26.613562
2611.478000,26.621957
