wn1,R_obs1,R_fit1,wn2,R_obs2,R_fit2
1581.819000,0.307396,0.158058,1581.819000,0.209461,0.135648
1582.301000,0.310173,0.160101,1582.301000,0.212678,0.137399
1582.783000,0.316046,0.162201,1582.783000,0.218861,0.139198
1583.265000,0.320302,0.164360,1583.265000,0.224754,0.141048
1583.747000,0.326610,0.166581,1583.747000,0.230864,0.142951
1584.229000,0.333671,0.168865,1584.229000,0.241155,0.144908
1584.711000,0.340858,0.171215,1584.711000,0.251653,0.146922
1585.193000,0.347936,0.173635,1585.193000,0.261454,0.148995
1585.675000,0.352406,0.176126,1585.675000,0.270548,0.151130
1586.157000,0.357101,0.178692,1586.157000,0.280050,0.153329
1586.639000,0.360142,0.181337,1586.639000,0.290628,0.155595
1587.121000,0.362622,0.184062,1587.121000,0.298857,0.157931
1587.603000,0.362618,0.186872,1587.603000,0.306364,0.160339
1588.085000,0.363662,0.189770,1588.085000,0.314525,0.162822
1588.567000,0.364164,0.192760,1588.567000,0.323281,0.165385
1589.049000,0.360262,0.195846,1589.049000,0.329719,0.168029
1589.531000,0.358125,0.199032,1589.531000,0.336678,0.170760
1590.013000,0.353457,0.202323,1590.013000,0.340112,0.173579
1590.495000,0.352204,0.205721,1590.495000,0.343387,0.176492
1590.977000,0.351681,0.209233,1590.977000,0.347093,0.179502
1591.459000,0.350742,0.212863,1591.459000,0.348532,0.182613
1591.941000,0.348856,0.216616,1591.941000,0.348886,0.185829
1592.423000,0.347320,0.220497,1592.423000,0.346223,0.189155
1592.905000,0.347959,0.224511,1592.905000,0.344954,0.192596
1593.387000,0.348794,0.228663,1593.387000,0.340327,0.196155
1593.869000,0.348789,0.232959,1593.869000,0.332328,0.199837
1594.351000,0.347713,0.237404,1594.351000,0.327131,0.203647
1594.833000,0.345629,0.242003,1594.833000,0.323014,0.207589
1595.315000,0.344877,0.246762,1595.315000,0.318503,0.211668
1595.797000,0.341036,0.251684,1595.797000,0.313264,0.215887
1596.279000,0.336582,0.256774,1596.279000,0.309523,0.220251
1596.761000,0.331527,0.262036,1596.761000,0.305920,0.224762
1597.243000,0.325356,0.267472,1597.243000,0.301659,0.229422
1597.725000,0.318305,0.273083,1597.725000,0.299350,0.234233
1598.207000,0.310303,0.278869,1598.207000,0.295202,0.239194
1598.689000,0.303410,0.284827,1598.689000,0.293093,0.244302
1599.171000,0.299082,0.290950,1599.171000,0.289268,0.249552
1599.653000,0.297323,0.297228,1599.653000,0.288059,0.254936
1600.135000,0.295457,0.303644,1600.135000,0.285883,0.260439
1600.617000,0.293832,0.310177,1600.617000,0.283541,0.266042
1601.099000,0.291371,0.316793,1601.099000,0.283623,0.271716
1601.581000,0.288661,0.323447,1601.581000,0.281897,0.277425
1602.063000,0.287158,0.330079,1602.063000,0.281365,0.283114
1602.545000,0.283844,0.336605,1602.545000,0.279860,0.288715
1603.027000,0.279790,0.342917,1603.027000,0.278818,0.294132
1603.509000,0.274601,0.348866,1603.509000,0.277441,0.299241
1603.991000,0.268714,0.354259,1603.991000,0.272169,0.303874
1604.473000,0.265937,0.358835,1604.473000,0.270425,0.307809
1604.955000,0.261276,0.362251,1604.955000,0.267247,0.310751
1605.437000,0.255681,0.364048,1605.437000,0.264656,0.312309
1605.919000,0.247611,0.363620,1605.919000,0.261928,0.311962
1606.401000,0.242543,0.360158,1606.401000,0.261199,0.309018
1606.883000,0.237167,0.352593,1606.883000,0.257418,0.302561
1607.365000,0.231265,0.339512,1607.365000,0.250940,0.291381
1607.847000,0.224688,0.319074,1607.847000,0.244121,0.273899
1608.329000,0.217127,0.288920,1608.329000,0.235929,0.248096
1608.811000,0.209640,0.246156,1608.811000,0.229406,0.211489
1609.293000,0.201172,0.187529,1609.293000,0.220212,0.161287
1609.775000,0.195115,0.110138,1609.775000,0.211069,0.095002
1610.257000,0.188044,0.013475,1610.257000,0.201648,0.012188
1610.739000,0.184966,-0.095520,1610.739000,0.191690,-0.081223
1611.221000,0.178989,-0.191333,1611.221000,0.186828,-0.163391
1611.703000,0.171026,-0.210701,1611.703000,0.180685,-0.180124
1612.185000,0.163021,-0.046460,1612.185000,0.174878,-0.039564
1612.667000,0.154758,0.298927,1612.667000,0.170246,0.256389
1613.149000,0.148366,0.141275,1613.149000,0.165470,0.121674
1613.631000,0.142040,0.124902,1613.631000,0.161773,0.107226
1614.113000,0.134425,0.358362,1614.113000,0.155431,0.307489
1614.595000,0.126642,0.140279,1614.595000,0.149768,0.120819
1615.077000,0.118527,0.022426,1615.077000,0.144493,0.019575
1615.559000,0.111720,0.022412,1615.559000,0.136154,0.019563
1616.041000,0.105001,0.022399,1616.041000,0.126316,0.019552
1616.523000,0.100300,0.022385,1616.523000,0.117035,0.019540
1617.005000,0.094567,0.022372,1617.005000,0.108763,0.019528
1617.487000,0.092116,0.022358,1617.487000,0.098580,0.019516
1617.969000,0.087701,0.022344,1617.969000,0.087714,0.019505
1618.451000,0.085248,0.022331,1618.451000,0.077153,0.019493
1618.933000,0.083492,0.022317,1618.933000,0.068263,0.019481
1619.415000,0.081217,0.022303,1619.415000,0.061182,0.019469
1619.897000,0.078099,0.022290,1619.897000,0.056785,0.019458
1620.379000,0.075813,0.022276,1620.379000,0.055050,0.019446
1620.861000,0.073649,0.022263,1620.861000,0.049643,0.019434
1621.343000,0.071511,0.022249,1621.343000,0.044999,0.019422
1621.825000,0.070371,0.022235,1621.825000,0.040752,0.019411
1622.307000,0.069561,0.022222,1622.307000,0.035423,0.019399
1622.789000,0.068522,0.022208,1622.789000,0.032806,0.019387
1623.271000,0.067192,0.022194,1623.271000,0.028907,0.019375
1623.753000,0.067230,0.022181,1623.753000,0.026165,0.019364
1624.235000,0.067740,0.022167,1624.235000,0.020714,0.019352
1624.717000,0.067399,0.022154,1624.717000,0.015626,0.019340
1625.199000,0.066076,0.022140,1625.199000,0.013574,0.019329
1625.681000,0.065268,0.022126,1625.681000,0.011363,0.019317
1626.163000,0.064415,0.022113,1626.163000,0.009722,0.019305
1626.645000,0.063415,0.022099,1626.645000,0.008370,0.019293
1627.127000,0.062106,0.022086,1627.127000,0.007056,0.019282
1627.609000,0.061990,0.022072,1627.609000,0.005753,0.019270
1628.091000,0.062786,0.022058,1628.091000,0.004154,0.019258
1628.573000,0.062284,0.022045,1628.573000,0.004184,0.019247
1629.055000,0.062189,0.022031,1629.055000,0.005083,0.019235
1629.537000,0.062215,0.022018,1629.537000,0.007159,0.019223
1630.019000,0.062975,0.022004,1630.019000,0.009235,0.019211
1630.501000,0.065852,0.021990,1630.501000,0.014542,0.019200
1630.983000,0.067476,0.021977,1630.983000,0.020219,0.019188
1631.465000,0.069433,0.021963,1631.465000,0.028066,0.019176
1631.947000,0.071793,0.021950,1631.947000,0.036991,0.019165
1632.429000,0.074288,0.021936,1632.429000,0.045025,0.019153
1632.911000,0.075255,0.021922,1632.911000,0.052325,0.019141
1633.393000,0.076851,0.021909,1633.393000,0.060046,0.019129
1633.875000,0.075144,0.021895,1633.875000,0.068676,0.019118
1634.357000,0.076278,0.021882,1634.357000,0.074757,0.019106
1634.839000,0.073002,0.021868,1634.839000,0.078339,0.019094
1635.321000,0.071085,0.021855,1635.321000,0.079715,0.019083
1635.803000,0.068054,0.021841,1635.803000,0.079582,0.019071
1636.285000,0.066262,0.021827,1636.285000,0.080414,0.019059
1636.767000,0.063311,0.021814,1636.767000,0.078467,0.019048
1637.249000,0.062566,0.021800,1637.249000,0.076147,0.019036
1637.731000,0.061741,0.021787,1637.731000,0.075324,0.019024
1638.213000,0.061375,0.021773,1638.213000,0.077318,0.019012
1638.695000,0.060618,0.021760,1638.695000,0.077163,0.019001
1639.177000,0.063203,0.021746,1639.177000,0.078905,0.018989
1639.659000,0.062956,0.021732,1639.659000,0.081574,0.018977
1640.141000,0.061705,0.021719,1640.141000,0.084924,0.018966
1640.623000,0.059198,0.021705,1640.623000,0.090800,0.018954
1641.105000,0.058652,0.021692,1641.105000,0.093847,0.018942
1641.587000,0.054650,0.021678,1641.587000,0.096123,0.018931
1642.069000,0.056222,0.021665,1642.069000,0.097266,0.018919
1642.551000,0.055428,0.021651,1642.551000,0.099333,0.018907
1643.033000,0.056060,0.021637,1643.033000,0.101234,0.018896
1643.515000,0.053201,0.021624,1643.515000,0.100315,0.018884
1643.997000,0.051993,0.021610,1643.997000,0.099884,0.018872
1644.479000,0.050190,0.021597,1644.479000,0.098635,0.018861
1644.961000,0.047640,0.021583,1644.961000,0.094881,0.018849
1645.443000,0.044524,0.021570,1645.443000,0.087614,0.018837
1645.925000,0.044091,0.021556,1645.925000,0.082009,0.018825
1646.407000,0.038569,0.021543,1646.407000,0.074595,0.018814
1646.889000,0.033391,0.021529,1646.889000,0.066072,0.018802
1647.371000,0.029151,0.021515,1647.371000,0.059533,0.018790
1647.853000,0.025244,0.021502,1647.853000,0.052304,0.018779
1648.335000,0.023038,0.021488,1648.335000,0.046070,0.018767
1648.817000,0.023880,0.021475,1648.817000,0.043785,0.018755
1649.299000,0.025941,0.021461,1649.299000,0.044673,0.018744
1649.781000,0.028224,0.021448,1649.781000,0.046881,0.018732
1650.263000,0.028941,0.021434,1650.263000,0.050298,0.018720
1650.745000,0.029850,0.021421,1650.745000,0.050755,0.018709
1651.227000,0.030893,0.021407,1651.227000,0.046486,0.018697
1651.709000,0.031975,0.021394,1651.709000,0.038219,0.018685
1652.191000,0.033787,0.021380,1652.191000,0.026277,0.018674
1652.673000,0.035057,0.021366,1652.673000,0.016042,0.018662
1653.155000,0.034620,0.021353,1653.155000,0.006145,0.018650
1653.637000,0.034951,0.021339,1653.637000,-0.004597,0.018639
1654.119000,0.034926,0.021326,1654.119000,-0.011227,0.018627
1654.601000,0.034427,0.021312,1654.601000,-0.014489,0.018615
1655.083000,0.034447,0.021299,1655.083000,-0.014431,0.018604
1655.565000,0.035037,0.021285,1655.565000,-0.006807,0.018592
1656.047000,0.036559,0.021272,1656.047000,0.004105,0.018581
1656.529000,0.037383,0.021258,1656.529000,0.016010,0.018569
1657.011000,0.037025,0.021245,1657.011000,0.028771,0.018557
1657.493000,0.037769,0.021231,1657.493000,0.038745,0.018546
1657.975000,0.038138,0.021218,1657.975000,0.046390,0.018534
1658.457000,0.038582,0.021204,1658.457000,0.051992,0.018522
1658.939000,0.039133,0.021191,1658.939000,0.054311,0.018511
1659.421000,0.038430,0.021177,1659.421000,0.056745,0.018499
1659.903000,0.037895,0.021164,1659.903000,0.058172,0.018487
1660.385000,0.036625,0.021150,1660.385000,0.055816,0.018476
1660.867000,0.034420,0.021137,1660.867000,0.055303,0.018464
1661.349000,0.033645,0.021123,1661.349000,0.053115,0.018452
1661.831000,0.031527,0.021110,1661.831000,0.049616,0.018441
1662.313000,0.028729,0.021096,1662.313000,0.049646,0.018429
1662.795000,0.025408,0.021082,1662.795000,0.047949,0.018417
1663.277000,0.021724,0.021069,1663.277000,0.046020,0.018406
1663.759000,0.017416,0.021055,1663.759000,0.047207,0.018394
1664.241000,0.016632,0.021042,1664.241000,0.050407,0.018383
1664.723000,0.014180,0.021028,1664.723000,0.055490,0.018371
1665.205000,0.012166,0.021015,1665.205000,0.061890,0.018359
1665.687000,0.009381,0.021001,1665.687000,0.068730,0.018348
1666.169000,0.006901,0.020988,1666.169000,0.076805,0.018336
1666.651000,0.004837,0.020974,1666.651000,0.085206,0.018324
1667.133000,0.003358,0.020961,1667.133000,0.091188,0.018313
1667.615000,0.003739,0.020947,1667.615000,0.095291,0.018301
1668.097000,0.004030,0.020934,1668.097000,0.097775,0.018289
1668.579000,0.001981,0.020921,1668.579000,0.097618,0.018278
1669.061000,-0.000237,0.020907,1669.061000,0.096850,0.018266
1669.543000,-0.003027,0.020894,1669.543000,0.095561,0.018255
1670.025000,-0.004433,0.020880,1670.025000,0.093369,0.018243
1670.507000,-0.005268,0.020867,1670.507000,0.090638,0.018231
1670.989000,-0.004583,0.020853,1670.989000,0.086591,0.018220
1671.471000,-0.006108,0.020840,1671.471000,0.081962,0.018208
1671.953000,-0.007965,0.020826,1671.953000,0.075248,0.018196
1672.435000,-0.010768,0.020813,1672.435000,0.068575,0.018185
1672.917000,-0.011842,0.020799,1672.917000,0.060628,0.018173
1673.399000,-0.011854,0.020786,1673.399000,0.051878,0.018162
1673.881000,-0.010648,0.020772,1673.881000,0.043628,0.018150
1674.363000,-0.010019,0.020759,1674.363000,0.031647,0.018138
1674.845000,-0.010803,0.020745,1674.845000,0.021792,0.018127
1675.327000,-0.011469,0.020732,1675.327000,0.012647,0.018115
1675.809000,-0.010875,0.020718,1675.809000,0.006649,0.018104
1676.291000,-0.010158,0.020705,1676.291000,0.003408,0.018092
1676.773000,-0.008590,0.020691,1676.773000,0.000272,0.018080
1677.255000,-0.006795,0.020678,1677.255000,0.000195,0.018069
1677.737000,-0.006410,0.020664,1677.737000,0.000581,0.018057
1678.219000,-0.006782,0.020651,1678.219000,0.002019,0.018046
1678.701000,-0.007379,0.020637,1678.701000,0.005934,0.018034
1679.183000,-0.008577,0.020624,1679.183000,0.011240,0.018022
1679.665000,-0.009578,0.020611,1679.665000,0.015817,0.018011
1680.147000,-0.010803,0.020597,1680.147000,0.020464,0.017999
1680.629000,-0.011037,0.020584,1680.629000,0.023343,0.017988
1681.111000,-0.012766,0.020570,1681.111000,0.024766,0.017976
1681.593000,-0.014427,0.020557,1681.593000,0.026326,0.017964
1682.075000,-0.016012,0.020543,1682.075000,0.023520,0.017953
1682.557000,-0.015603,0.020530,1682.557000,0.019849,0.017941
1683.039000,-0.015578,0.020516,1683.039000,0.012911,0.017930
1683.521000,-0.015317,0.020503,1683.521000,0.004808,0.017918
1684.003000,-0.014559,0.020489,1684.003000,-0.003375,0.017906
1684.485000,-0.014494,0.020476,1684.485000,-0.013085,0.017895
1684.967000,-0.014156,0.020463,1684.967000,-0.022165,0.017883
1685.449000,-0.013153,0.020449,1685.449000,-0.027693,0.017872
1685.931000,-0.013916,0.020436,1685.931000,-0.031526,0.017860
1686.413000,-0.015049,0.020422,1686.413000,-0.033959,0.017848
1686.895000,-0.015734,0.020409,1686.895000,-0.035017,0.017837
1687.377000,-0.016337,0.020395,1687.377000,-0.034560,0.017825
1687.859000,-0.019492,0.020382,1687.859000,-0.031172,0.017814
1688.341000,-0.022249,0.020368,1688.341000,-0.029534,0.017802
1688.823000,-0.025654,0.020355,1688.823000,-0.029007,0.017791
1689.305000,-0.027929,0.020342,1689.305000,-0.026406,0.017779
1689.787000,-0.030598,0.020328,1689.787000,-0.024266,0.017767
1690.269000,-0.034127,0.020315,1690.269000,-0.023297,0.017756
1690.751000,-0.036451,0.020301,1690.751000,-0.022268,0.017744
1691.233000,-0.034482,0.020288,1691.233000,-0.022481,0.017733
1691.715000,-0.034405,0.020274,1691.715000,-0.023773,0.017721
1692.197000,-0.033031,0.020261,1692.197000,-0.020977,0.017709
1692.679000,-0.033253,0.020248,1692.679000,-0.018549,0.017698
1693.161000,-0.031965,0.020234,1693.161000,-0.016426,0.017686
1693.643000,-0.030906,0.020221,1693.643000,-0.014471,0.017675
1694.125000,-0.030058,0.020207,1694.125000,-0.012248,0.017663
1694.607000,-0.032038,0.020194,1694.607000,-0.009515,0.017652
1695.089000,-0.032760,0.020180,1695.089000,-0.005944,0.017640
1695.571000,-0.034115,0.020167,1695.571000,-0.000724,0.017629
1696.053000,-0.034114,0.020154,1696.053000,0.004560,0.017617
1696.535000,-0.034856,0.020140,1696.535000,0.011119,0.017605
1697.017000,-0.035153,0.020127,1697.017000,0.015517,0.017594
1697.499000,-0.033623,0.020113,1697.499000,0.016214,0.017582
1697.981000,-0.030367,0.020100,1697.981000,0.014565,0.017571
1698.463000,-0.031028,0.020087,1698.463000,0.009908,0.017559
1698.945000,-0.031187,0.020073,1698.945000,0.004492,0.017548
1699.427000,-0.032666,0.020060,1699.427000,-0.003965,0.017536
1699.909000,-0.032896,0.020046,1699.909000,-0.011663,0.017524
1700.391000,-0.034238,0.020033,1700.391000,-0.018768,0.017513
1700.873000,-0.037795,0.020020,1700.873000,-0.024918,0.017501
1701.355000,-0.043848,0.020006,1701.355000,-0.029456,0.017490
1701.837000,-0.048306,0.019993,1701.837000,-0.031807,0.017478
1702.319000,-0.051776,0.019979,1702.319000,-0.032950,0.017467
1702.801000,-0.055682,0.019966,1702.801000,-0.031474,0.017455
1703.283000,-0.057746,0.019953,1703.283000,-0.029051,0.017444
1703.765000,-0.058516,0.019939,1703.765000,-0.029406,0.017432
1704.247000,-0.057718,0.019926,1704.247000,-0.031123,0.017421
1704.729000,-0.056403,0.019912,1704.729000,-0.033049,0.017409
1705.211000,-0.054105,0.019899,1705.211000,-0.035218,0.017397
1705.693000,-0.051711,0.019886,1705.693000,-0.036077,0.017386
1706.175000,-0.049443,0.019872,1706.175000,-0.036566,0.017374
1706.657000,-0.043881,0.019859,1706.657000,-0.035725,0.017363
1707.139000,-0.041120,0.019845,1707.139000,-0.033985,0.017351
1707.621000,-0.039514,0.019832,1707.621000,-0.030578,0.017340
1708.103000,-0.037918,0.019819,1708.103000,-0.027229,0.017328
1708.585000,-0.036692,0.019805,1708.585000,-0.023257,0.017317
1709.067000,-0.037179,0.019792,1709.067000,-0.018272,0.017305
1709.549000,-0.039516,0.019779,1709.549000,-0.013279,0.017294
1710.031000,-0.039807,0.019765,1710.031000,-0.010251,0.017282
1710.513000,-0.042503,0.019752,1710.513000,-0.007327,0.017271
1710.995000,-0.045403,0.019738,1710.995000,-0.003715,0.017259
1711.477000,-0.048890,0.019725,1711.477000,-0.000039,0.017247
1711.959000,-0.051836,0.019712,1711.959000,0.006016,0.017236
1712.441000,-0.055245,0.019698,1712.441000,0.011710,0.017224
1712.923000,-0.059891,0.019685,1712.923000,0.017359,0.017213
1713.405000,-0.059166,0.019672,1713.405000,0.021189,0.017201
1713.887000,-0.060014,0.019658,1713.887000,0.026780,0.017190
1714.369000,-0.057874,0.019645,1714.369000,0.031759,0.017178
1714.851000,-0.054750,0.019631,1714.851000,0.033576,0.017167
1715.333000,-0.049572,0.019618,1715.333000,0.032445,0.017155
1715.815000,-0.046780,0.019605,1715.815000,0.026619,0.017144
1716.297000,-0.041386,0.019591,1716.297000,0.014905,0.017132
1716.779000,-0.035107,0.019578,1716.779000,0.001315,0.017121
1717.261000,-0.030723,0.019565,1717.261000,-0.012807,0.017109
1717.743000,-0.027000,0.019551,1717.743000,-0.026935,0.017098
1718.225000,-0.026447,0.019538,1718.225000,-0.040805,0.017086
1718.707000,-0.026350,0.019525,1718.707000,-0.052971,0.017075
1719.189000,-0.027001,0.019511,1719.189000,-0.061547,0.017063
1719.671000,-0.031173,0.019498,1719.671000,-0.066698,0.017052
1720.153000,-0.033460,0.019485,1720.153000,-0.070061,0.017040
1720.635000,-0.037553,0.019471,1720.635000,-0.067520,0.017029
1721.117000,-0.039598,0.019458,1721.117000,-0.062643,0.017017
1721.599000,-0.041321,0.019444,1721.599000,-0.057549,0.017006
1722.081000,-0.043019,0.019431,1722.081000,-0.053321,0.016994
1722.563000,-0.044576,0.019418,1722.563000,-0.050882,0.016983
1723.045000,-0.044982,0.019404,1723.045000,-0.049814,0.016971
1723.527000,-0.046106,0.019391,1723.527000,-0.048998,0.016960
1724.009000,-0.047557,0.019378,1724.009000,-0.048186,0.016948
1724.491000,-0.048874,0.019364,1724.491000,-0.049076,0.016937
1724.973000,-0.050577,0.019351,1724.973000,-0.050961,0.016925
1725.455000,-0.049902,0.019338,1725.455000,-0.052675,0.016914
1725.937000,-0.049653,0.019324,1725.937000,-0.052621,0.016902
1726.419000,-0.050435,0.019311,1726.419000,-0.052583,0.016891
1726.901000,-0.050709,0.019298,1726.901000,-0.052336,0.016879
1727.383000,-0.050232,0.019284,1727.383000,-0.049918,0.016868
1727.865000,-0.049406,0.019271,1727.865000,-0.046742,0.016856
1728.347000,-0.050532,0.019258,1728.347000,-0.044217,0.016845
1728.829000,-0.051944,0.019244,1728.829000,-0.041772,0.016833
1729.311000,-0.052697,0.019231,1729.311000,-0.038634,0.016822
1729.793000,-0.055163,0.019218,1729.793000,-0.037445,0.016810
1730.275000,-0.058308,0.019205,1730.275000,-0.039528,0.016799
1730.757000,-0.060032,0.019191,1730.757000,-0.040780,0.016787
1731.239000,-0.059741,0.019178,1731.239000,-0.044561,0.016776
1731.721000,-0.059461,0.019165,1731.721000,-0.048378,0.016764
1732.203000,-0.057214,0.019151,1732.203000,-0.053358,0.016753
1732.685000,-0.054449,0.019138,1732.685000,-0.059668,0.016741
1733.167000,-0.050198,0.019125,1733.167000,-0.064982,0.016730
1733.649000,-0.044880,0.019111,1733.649000,-0.070779,0.016718
1734.131000,-0.038989,0.019098,1734.131000,-0.073947,0.016707
1734.613000,-0.035095,0.019085,1734.613000,-0.073589,0.016695
1735.095000,-0.031529,0.019071,1735.095000,-0.071397,0.016684
1735.577000,-0.028239,0.019058,1735.577000,-0.068340,0.016672
1736.059000,-0.025445,0.019045,1736.059000,-0.062525,0.016661
1736.541000,-0.022869,0.019031,1736.541000,-0.057294,0.016650
1737.023000,-0.022118,0.019018,1737.023000,-0.052127,0.016638
1737.505000,-0.022842,0.019005,1737.505000,-0.044170,0.016627
1737.987000,-0.022988,0.018992,1737.987000,-0.040040,0.016615
1738.469000,-0.024235,0.018978,1738.469000,-0.035743,0.016604
1738.951000,-0.025116,0.018965,1738.951000,-0.034751,0.016592
1739.433000,-0.025973,0.018952,1739.433000,-0.034950,0.016581
1739.915000,-0.026864,0.018938,1739.915000,-0.037329,0.016569
1740.397000,-0.027472,0.018925,1740.397000,-0.039692,0.016558
1740.879000,-0.028919,0.018912,1740.879000,-0.040655,0.016546
1741.361000,-0.032700,0.018899,1741.361000,-0.040653,0.016535
1741.843000,-0.034957,0.018885,1741.843000,-0.042714,0.016523
1742.325000,-0.036673,0.018872,1742.325000,-0.044618,0.016512
1742.807000,-0.038382,0.018859,1742.807000,-0.045846,0.016501
1743.289000,-0.041782,0.018845,1743.289000,-0.044532,0.016489
1743.771000,-0.045168,0.018832,1743.771000,-0.043258,0.016478
1744.253000,-0.050797,0.018819,1744.253000,-0.041601,0.016466
1744.735000,-0.053447,0.018806,1744.735000,-0.038586,0.016455
1745.217000,-0.057019,0.018792,1745.217000,-0.035142,0.016443
1745.699000,-0.058870,0.018779,1745.699000,-0.031621,0.016432
1746.181000,-0.058357,0.018766,1746.181000,-0.027755,0.016420
1746.663000,-0.056330,0.018752,1746.663000,-0.024207,0.016409
1747.145000,-0.052819,0.018739,1747.145000,-0.022057,0.016397
1747.627000,-0.048187,0.018726,1747.627000,-0.022689,0.016386
1748.109000,-0.041634,0.018713,1748.109000,-0.026966,0.016375
1748.591000,-0.033738,0.018699,1748.591000,-0.032399,0.016363
1749.073000,-0.025188,0.018686,1749.073000,-0.039308,0.016352
1749.555000,-0.018591,0.018673,1749.555000,-0.047576,0.016340
1750.037000,-0.013720,0.018660,1750.037000,-0.053143,0.016329
1750.519000,-0.010057,0.018646,1750.519000,-0.060677,0.016317
1751.001000,-0.007851,0.018633,1751.001000,-0.066790,0.016306
1751.483000,-0.006137,0.018620,1751.483000,-0.069359,0.016295
1751.965000,-0.007135,0.018606,1751.965000,-0.071000,0.016283
1752.447000,-0.009245,0.018593,1752.447000,-0.069822,0.016272
1752.929000,-0.010171,0.018580,1752.929000,-0.067345,0.016260
1753.411000,-0.010063,0.018567,1753.411000,-0.063221,0.016249
1753.893000,-0.009942,0.018553,1753.893000,-0.061818,0.016237
1754.375000,-0.009902,0.018540,1754.375000,-0.059358,0.016226
1754.857000,-0.007774,0.018527,1754.857000,-0.056609,0.016215
1755.339000,-0.006782,0.018514,1755.339000,-0.054644,0.016203
1755.821000,-0.004810,0.018500,1755.821000,-0.051904,0.016192
1756.303000,-0.003676,0.018487,1756.303000,-0.048670,0.016180
1756.785000,-0.003008,0.018474,1756.785000,-0.044540,0.016169
1757.267000,-0.001977,0.018461,1757.267000,-0.044117,0.016157
1757.749000,0.000423,0.018447,1757.749000,-0.042717,0.016146
1758.231000,0.001001,0.018434,1758.231000,-0.042943,0.016135
1758.713000,0.001499,0.018421,1758.713000,-0.042247,0.016123
1759.195000,0.002780,0.018408,1759.195000,-0.042396,0.016112
1759.677000,0.005217,0.018395,1759.677000,-0.042387,0.016100
1760.159000,0.008754,0.018381,1760.159000,-0.043655,0.016089
