wavenumber_cm-1,reflectance_osc_%,baseline_%,dc_%
1594.833000,0.345629,16.267618,0.046598
1595.315000,0.344877,16.272246,0.046598
1595.797000,0.341036,16.276746,0.046598
1596.279000,0.336582,16.281117,0.046598
1596.761000,0.331527,16.285358,0.046598
1597.243000,0.325356,16.289469,0.046598
1597.725000,0.318305,16.293449,0.046598
1598.207000,0.310303,16.297298,0.046598
1598.689000,0.303410,16.301015,0.046598
1599.171000,0.299082,16.304601,0.046598
1599.653000,0.297323,16.308054,0.046598
1600.135000,0.295457,16.311374,0.046598
1600.617000,0.293832,16.314562,0.046598
1601.099000,0.291371,16.317617,0.046598
1601.581000,0.288661,16.320539,0.046598
1602.063000,0.287158,16.323327,0.046598
1602.545000,0.283844,16.325982,0.046598
1603.027000,0.279790,16.328504,0.046598
1603.509000,0.274601,16.330892,0.046598
1603.991000,0.268714,16.333146,0.046598
1604.473000,0.265937,16.335267,0.046598
1604.955000,0.261276,16.337254,0.046598
1605.437000,0.255681,16.339108,0.046598
1605.919000,0.247611,16.340828,0.046598
1606.401000,0.242543,16.342416,0.046598
1606.883000,0.237167,16.343870,0.046598
1607.365000,0.231265,16.345191,0.046598
1607.847000,0.224688,16.346380,0.046598
1608.329000,0.217127,16.347437,0.046598
1608.811000,0.209640,16.348361,0.046598
1609.293000,0.201172,16.349154,0.046598
1609.775000,0.195115,16.349815,0.046598
1610.257000,0.188044,16.350345,0.046598
1610.739000,0.184966,16.350745,0.046598
1611.221000,0.178989,16.351014,0.046598
1611.703000,0.171026,16.351154,0.046598
1612.185000,0.163021,16.351164,0.046598
1612.667000,0.154758,16.351045,0.046598
1613.149000,0.148366,16.350798,0.046598
1613.631000,0.142040,16.350422,0.046598
1614.113000,0.134425,16.349920,0.046598
1614.595000,0.126642,16.349290,0.046598
1615.077000,0.118527,16.348535,0.046598
1615.559000,0.111720,16.347653,0.046598
1616.041000,0.105001,16.346647,0.046598
1616.523000,0.100300,16.345516,0.046598
1617.005000,0.094567,16.344262,0.046598
1617.487000,0.092116,16.342884,0.046598
1617.969000,0.087701,16.341384,0.046598
1618.451000,0.085248,16.339762,0.046598
1618.933000,0.083492,16.338018,0.046598
1619.415000,0.081217,16.336155,0.046598
1619.897000,0.078099,16.334171,0.046598
1620.379000,0.075813,16.332069,0.046598
1620.861000,0.073649,16.329849,0.046598
1621.343000,0.071511,16.327511,0.046598
1621.825000,0.070371,16.325056,0.046598
1622.307000,0.069561,16.322486,0.046598
1622.789000,0.068522,16.319800,0.046598
1623.271000,0.067192,16.317000,0.046598
1623.753000,0.067230,16.314086,0.046598
1624.235000,0.067740,16.311060,0.046598
1624.717000,0.067399,16.307922,0.046598
1625.199000,0.066076,16.304673,0.046598
1625.681000,0.065268,16.301314,0.046598
1626.163000,0.064415,16.297845,0.046598
1626.645000,0.063415,16.294268,0.046598
1627.127000,0.062106,16.290584,0.046598
1627.609000,0.061990,16.286793,0.046598
1628.091000,0.062786,16.282897,0.046598
1628.573000,0.062284,16.278895,0.046598
1629.055000,0.062189,16.274790,0.046598
1629.537000,0.062215,16.270582,0.046598
1630.019000,0.062975,16.266272,0.046598
1630.501000,0.065852,16.261861,0.046598
1630.983000,0.067476,16.257350,0.046598
1631.465000,0.069433,16.252740,0.046598
1631.947000,0.071793,16.248033,0.046598
1632.429000,0.074288,16.243228,0.046598
1632.911000,0.075255,16.238327,0.046598
1633.393000,0.076851,16.233332,0.046598
1633.875000,0.075144,16.228242,0.046598
1634.357000,0.076278,16.223060,0.046598
1634.839000,0.073002,16.217786,0.046598
1635.321000,0.071085,16.212422,0.046598
1635.803000,0.068054,16.206968,0.046598
1636.285000,0.066262,16.201426,0.046598
1636.767000,0.063311,16.195796,0.046598
1637.249000,0.062566,16.190080,0.046598
1637.731000,0.061741,16.184280,0.046598
1638.213000,0.061375,16.178395,0.046598
1638.695000,0.060618,16.172428,0.046598
1639.177000,0.063203,16.166379,0.046598
1639.659000,0.062956,16.160250,0.046598
1640.141000,0.061705,16.154042,0.046598
1640.623000,0.059198,16.147756,0.046598
1641.105000,0.058652,16.141393,0.046598
1641.587000,0.054650,16.134955,0.046598
1642.069000,0.056222,16.128443,0.046598
1642.551000,0.055428,16.121857,0.046598
1643.033000,0.056060,16.115200,0.046598
1643.515000,0.053201,16.108473,0.046598
1643.997000,0.051993,16.101677,0.046598
1644.479000,0.050190,16.094812,0.046598
1644.961000,0.047640,16.087881,0.046598
1645.443000,0.044524,16.080885,0.046598
1645.925000,0.044091,16.073825,0.046598
1646.407000,0.038569,16.066703,0.046598
1646.889000,0.033391,16.059519,0.046598
1647.371000,0.029151,16.052275,0.046598
1647.853000,0.025244,16.044973,0.046598
1648.335000,0.023038,16.037614,0.046598
1648.817000,0.023880,16.030199,0.046598
1649.299000,0.025941,16.022729,0.046598
1649.781000,0.028224,16.015207,0.046598
1650.263000,0.028941,16.007633,0.046598
1650.745000,0.029850,16.000008,0.046598
1651.227000,0.030893,15.992335,0.046598
1651.709000,0.031975,15.984615,0.046598
1652.191000,0.033787,15.976848,0.046598
1652.673000,0.035057,15.969037,0.046598
1653.155000,0.034620,15.961183,0.046598
1653.637000,0.034951,15.953287,0.046598
1654.119000,0.034926,15.945351,0.046598
1654.601000,0.034427,15.937376,0.046598
1655.083000,0.034447,15.929364,0.046598
1655.565000,0.035037,15.921316,0.046598
1656.047000,0.036559,15.913234,0.046598
1656.529000,0.037383,15.905119,0.046598
1657.011000,0.037025,15.896972,0.046598
1657.493000,0.037769,15.888796,0.046598
1657.975000,0.038138,15.880592,0.046598
1658.457000,0.038582,15.872361,0.046598
1658.939000,0.039133,15.864105,0.046598
1659.421000,0.038430,15.855825,0.046598
1659.903000,0.037895,15.847523,0.046598
1660.385000,0.036625,15.839200,0.046598
1660.867000,0.034420,15.830858,0.046598
1661.349000,0.033645,15.822500,0.046598
1661.831000,0.031527,15.814125,0.046598
1662.313000,0.028729,15.805736,0.046598
1662.795000,0.025408,15.797334,0.046598
1663.277000,0.021724,15.788922,0.046598
1663.759000,0.017416,15.780500,0.046598
1664.241000,0.016632,15.772070,0.046598
1664.723000,0.014180,15.763635,0.046598
1665.205000,0.012166,15.755195,0.046598
1665.687000,0.009381,15.746752,0.046598
1666.169000,0.006901,15.738307,0.046598
1666.651000,0.004837,15.729864,0.046598
1667.133000,0.003358,15.721422,0.046598
1667.615000,0.003739,15.712985,0.046598
1668.097000,0.004030,15.704552,0.046598
1668.579000,0.001981,15.696127,0.046598
1669.061000,-0.000237,15.687711,0.046598
1669.543000,-0.003027,15.679305,0.046598
1670.025000,-0.004433,15.670912,0.046598
1670.507000,-0.005268,15.662532,0.046598
1670.989000,-0.004583,15.654168,0.046598
1671.471000,-0.006108,15.645822,0.046598
1671.953000,-0.007965,15.637494,0.046598
1672.435000,-0.010768,15.629188,0.046598
1672.917000,-0.011842,15.620903,0.046598
1673.399000,-0.011854,15.612643,0.046598
1673.881000,-0.010648,15.604409,0.046598
1674.363000,-0.010019,15.596202,0.046598
1674.845000,-0.010803,15.588025,0.046598
1675.327000,-0.011469,15.579879,0.046598
1675.809000,-0.010875,15.571765,0.046598
1676.291000,-0.010158,15.563686,0.046598
1676.773000,-0.008590,15.555644,0.046598
1677.255000,-0.006795,15.547640,0.046598
1677.737000,-0.006410,15.539675,0.046598
1678.219000,-0.006782,15.531752,0.046598
1678.701000,-0.007379,15.523872,0.046598
1679.183000,-0.008577,15.516038,0.046598
1679.665000,-0.009578,15.508250,0.046598
1680.147000,-0.010803,15.500511,0.046598
1680.629000,-0.011037,15.492822,0.046598
1681.111000,-0.012766,15.485186,0.046598
1681.593000,-0.014427,15.477603,0.046598
1682.075000,-0.016012,15.470077,0.046598
1682.557000,-0.015603,15.462607,0.046598
1683.039000,-0.015578,15.455197,0.046598
1683.521000,-0.015317,15.447849,0.046598
1684.003000,-0.014559,15.440563,0.046598
1684.485000,-0.014494,15.433342,0.046598
1684.967000,-0.014156,15.426187,0.046598
1685.449000,-0.013153,15.419101,0.046598
1685.931000,-0.013916,15.412085,0.046598
1686.413000,-0.015049,15.405141,0.046598
1686.895000,-0.015734,15.398271,0.046598
1687.377000,-0.016337,15.391476,0.046598
1687.859000,-0.019492,15.384759,0.046598
1688.341000,-0.022249,15.378121,0.046598
1688.823000,-0.025654,15.371564,0.046598
1689.305000,-0.027929,15.365091,0.046598
1689.787000,-0.030598,15.358701,0.046598
1690.269000,-0.034127,15.352399,0.046598
1690.751000,-0.036451,15.346185,0.046598
1691.233000,-0.034482,15.340061,0.046598
1691.715000,-0.034405,15.334029,0.046598
1692.197000,-0.033031,15.328092,0.046598
1692.679000,-0.033253,15.322250,0.046598
1693.161000,-0.031965,15.316505,0.046598
1693.643000,-0.030906,15.310860,0.046598
1694.125000,-0.030058,15.305317,0.046598
1694.607000,-0.032038,15.299877,0.046598
1695.089000,-0.032760,15.294541,0.046598
1695.571000,-0.034115,15.289313,0.046598
1696.053000,-0.034114,15.284193,0.046598
1696.535000,-0.034856,15.279184,0.046598
1697.017000,-0.035153,15.274287,0.046598
1697.499000,-0.033623,15.269505,0.046598
1697.981000,-0.030367,15.264839,0.046598
1698.463000,-0.031028,15.260291,0.046598
1698.945000,-0.031187,15.255862,0.046598
1699.427000,-0.032666,15.251555,0.046598
1699.909000,-0.032896,15.247372,0.046598
1700.391000,-0.034238,15.243314,0.046598
1700.873000,-0.037795,15.239384,0.046598
1701.355000,-0.043848,15.235582,0.046598
1701.837000,-0.048306,15.231912,0.046598
1702.319000,-0.051776,15.228374,0.046598
1702.801000,-0.055682,15.224972,0.046598
1703.283000,-0.057746,15.221705,0.046598
1703.765000,-0.058516,15.218577,0.046598
1704.247000,-0.057718,15.215589,0.046598
1704.729000,-0.056403,15.212742,0.046598
1705.211000,-0.054105,15.210038,0.046598
1705.693000,-0.051711,15.207478,0.046598
1706.175000,-0.049443,15.205063,0.046598
1706.657000,-0.043881,15.202793,0.046598
1707.139000,-0.041120,15.200671,0.046598
1707.621000,-0.039514,15.198697,0.046598
1708.103000,-0.037918,15.196872,0.046598
1708.585000,-0.036692,15.195198,0.046598
1709.067000,-0.037179,15.193675,0.046598
1709.549000,-0.039516,15.192304,0.046598
1710.031000,-0.039807,15.191086,0.046598
1710.513000,-0.042503,15.190023,0.046598
1710.995000,-0.045403,15.189116,0.046598
1711.477000,-0.048890,15.188365,0.046598
1711.959000,-0.051836,15.187772,0.046598
1712.441000,-0.055245,15.187338,0.046598
1712.923000,-0.059891,15.187063,0.046598
1713.405000,-0.059166,15.186948,0.046598
1713.887000,-0.060014,15.186995,0.046598
1714.369000,-0.057874,15.187202,0.046598
1714.851000,-0.054750,15.187572,0.046598
1715.333000,-0.049572,15.188104,0.046598
1715.815000,-0.046780,15.188799,0.046598
1716.297000,-0.041386,15.189656,0.046598
1716.779000,-0.035107,15.190675,0.046598
1717.261000,-0.030723,15.191858,0.046598
1717.743000,-0.027000,15.193202,0.046598
1718.225000,-0.026447,15.194710,0.046598
1718.707000,-0.026350,15.196380,0.046598
1719.189000,-0.027001,15.198214,0.046598
1719.671000,-0.031173,15.200209,0.046598
1720.153000,-0.033460,15.202368,0.046598
1720.635000,-0.037553,15.204690,0.046598
1721.117000,-0.039598,15.207174,0.046598
1721.599000,-0.041321,15.209822,0.046598
1722.081000,-0.043019,15.212632,0.046598
1722.563000,-0.044576,15.215606,0.046598
1723.045000,-0.044982,15.218742,0.046598
1723.527000,-0.046106,15.222042,0.046598
1724.009000,-0.047557,15.225504,0.046598
1724.491000,-0.048874,15.229130,0.046598
1724.973000,-0.050577,15.232918,0.046598
1725.455000,-0.049902,15.236869,0.046598
1725.937000,-0.049653,15.240982,0.046598
1726.419000,-0.050435,15.245258,0.046598
1726.901000,-0.050709,15.249696,0.046598
1727.383000,-0.050232,15.254295,0.046598
1727.865000,-0.049406,15.259056,0.046598
1728.347000,-0.050532,15.263977,0.046598
1728.829000,-0.051944,15.269058,0.046598
1729.311000,-0.052697,15.274299,0.046598
1729.793000,-0.055163,15.279700,0.046598
1730.275000,-0.058308,15.285259,0.046598
1730.757000,-0.060032,15.290975,0.046598
1731.239000,-0.059741,15.296850,0.046598
1731.721000,-0.059461,15.302880,0.046598
1732.203000,-0.057214,15.309065,0.046598
1732.685000,-0.054449,15.315405,0.046598
1733.167000,-0.050198,15.321897,0.046598
1733.649000,-0.044880,15.328540,0.046598
1734.131000,-0.038989,15.335332,0.046598
1734.613000,-0.035095,15.342273,0.046598
1735.095000,-0.031529,15.349361,0.046598
1735.577000,-0.028239,15.356593,0.046598
1736.059000,-0.025445,15.363970,0.046598
1736.541000,-0.022869,15.371488,0.046598
1737.023000,-0.022118,15.379148,0.046598
1737.505000,-0.022842,15.386946,0.046598
1737.987000,-0.022988,15.394882,0.046598
1738.469000,-0.024235,15.402955,0.046598
1738.951000,-0.025116,15.411162,0.046598
1739.433000,-0.025973,15.419502,0.046598
1739.915000,-0.026864,15.427975,0.046598
1740.397000,-0.027472,15.436577,0.046598
1740.879000,-0.028919,15.445309,0.046598
1741.361000,-0.032700,15.454168,0.046598
1741.843000,-0.034957,15.463152,0.046598
1742.325000,-0.036673,15.472262,0.046598
1742.807000,-0.038382,15.481494,0.046598
1743.289000,-0.041782,15.490848,0.046598
1743.771000,-0.045168,15.500321,0.046598
1744.253000,-0.050797,15.509914,0.046598
1744.735000,-0.053447,15.519623,0.046598
1745.217000,-0.057019,15.529449,0.046598
1745.699000,-0.058870,15.539388,0.046598
1746.181000,-0.058357,15.549440,0.046598
1746.663000,-0.056330,15.559603,0.046598
1747.145000,-0.052819,15.569874,0.046598
1747.627000,-0.048187,15.580253,0.046598
1748.109000,-0.041634,15.590736,0.046598
1748.591000,-0.033738,15.601322,0.046598
1749.073000,-0.025188,15.612008,0.046598
1749.555000,-0.018591,15.622793,0.046598
1750.037000,-0.013720,15.633673,0.046598
1750.519000,-0.010057,15.644648,0.046598
1751.001000,-0.007851,15.655714,0.046598
1751.483000,-0.006137,15.666870,0.046598
1751.965000,-0.007135,15.678113,0.046598
1752.447000,-0.009245,15.689441,0.046598
1752.929000,-0.010171,15.700852,0.046598
1753.411000,-0.010063,15.712344,0.046598
1753.893000,-0.009942,15.723915,0.046598
1754.375000,-0.009902,15.735563,0.046598
1754.857000,-0.007774,15.747285,0.046598
1755.339000,-0.006782,15.759079,0.046598
1755.821000,-0.004810,15.770943,0.046598
1756.303000,-0.003676,15.782876,0.046598
1756.785000,-0.003008,15.794874,0.046598
1757.267000,-0.001977,15.806937,0.046598
1757.749000,0.000423,15.819061,0.046598
1758.231000,0.001001,15.831244,0.046598
1758.713000,0.001499,15.843485,0.046598
1759.195000,0.002780,15.855782,0.046598
1759.677000,0.005217,15.868131,0.046598
1760.159000,0.008754,15.880532,0.046598
1760.641000,0.011589,15.892982,0.046598
1761.123000,0.014740,15.905479,0.046598
1761.605000,0.018510,15.918021,0.046598
1762.087000,0.019946,15.930606,0.046598
1762.569000,0.020631,15.943232,0.046598
1763.051000,0.020147,15.955896,0.046598
1763.533000,0.020087,15.968597,0.046598
1764.015000,0.019487,15.981333,0.046598
1764.497000,0.020121,15.994101,0.046598
1764.979000,0.020673,16.006900,0.046598
1765.461000,0.021195,16.019727,0.046598
1765.943000,0.022468,16.032581,0.046598
1766.425000,0.021241,16.045459,0.046598
1766.907000,0.021545,16.058360,0.046598
1767.389000,0.021969,16.071282,0.046598
1767.871000,0.021066,16.084222,0.046598
1768.353000,0.020801,16.097179,0.046598
1768.835000,0.019145,16.110150,0.046598
1769.317000,0.020442,16.123134,0.046598
1769.799000,0.022771,16.136128,0.046598
1770.281000,0.027487,16.149131,0.046598
1770.763000,0.033891,16.162141,0.046598
1771.245000,0.044566,16.175156,0.046598
1771.727000,0.053838,16.188173,0.046598
1772.209000,0.061553,16.201192,0.046598
1772.691000,0.071315,16.214209,0.046598
1773.173000,0.077588,16.227224,0.046598
1773.655000,0.083965,16.240233,0.046598
1774.137000,0.087799,16.253237,0.046598
1774.619000,0.085753,16.266231,0.046598
1775.101000,0.085346,16.279216,0.046598
1775.583000,0.081218,16.292188,0.046598
1776.065000,0.077269,16.305146,0.046598
1776.547000,0.071529,16.318088,0.046598
1777.029000,0.067365,16.331012,0.046598
1777.511000,0.066128,16.343917,0.046598
1777.993000,0.066054,16.356801,0.046598
1778.475000,0.065270,16.369662,0.046598
1778.957000,0.063969,16.382498,0.046598
1779.439000,0.065744,16.395308,0.046598
1779.921000,0.065642,16.408089,0.046598
1780.403000,0.067333,16.420840,0.046598
1780.885000,0.066580,16.433560,0.046598
1781.367000,0.064994,16.446247,0.046598
1781.849000,0.067039,16.458898,0.046598
1782.331000,0.067808,16.471513,0.046598
1782.813000,0.067771,16.484089,0.046598
1783.295000,0.068791,16.496625,0.046598
1783.777000,0.071063,16.509119,0.046598
1784.259000,0.073757,16.521571,0.046598
1784.741000,0.074774,16.533977,0.046598
1785.223000,0.074359,16.546336,0.046598
1785.705000,0.071677,16.558648,0.046598
1786.187000,0.069643,16.570910,0.046598
1786.669000,0.066716,16.583120,0.046598
1787.151000,0.063378,16.595278,0.046598
1787.633000,0.059414,16.607381,0.046598
1788.115000,0.058786,16.619428,0.046598
1788.597000,0.060963,16.631418,0.046598
1789.079000,0.063694,16.643349,0.046598
1789.561000,0.066954,16.655219,0.046598
1790.043000,0.073257,16.667028,0.046598
1790.525000,0.080117,16.678773,0.046598
1791.007000,0.086309,16.690452,0.046598
1791.489000,0.093308,16.702066,0.046598
1791.971000,0.100647,16.713612,0.046598
1792.453000,0.107887,16.725088,0.046598
1792.935000,0.113624,16.736494,0.046598
1793.417000,0.117776,16.747827,0.046598
1793.899000,0.119396,16.759087,0.046598
1794.381000,0.119715,16.770272,0.046598
1794.863000,0.119689,16.781381,0.046598
1795.345000,0.118826,16.792413,0.046598
1795.827000,0.116495,16.803365,0.046598
1796.309000,0.113347,16.814238,0.046598
1796.791000,0.110567,16.825029,0.046598
1797.273000,0.104685,16.835737,0.046598
1797.755000,0.101133,16.846361,0.046598
1798.237000,0.100097,16.856900,0.046598
1798.719000,0.099264,16.867353,0.046598
1799.201000,0.100552,16.877718,0.046598
1799.683000,0.100907,16.887994,0.046598
1800.165000,0.104172,16.898180,0.046598
1800.647000,0.106687,16.908275,0.046598
1801.129000,0.108154,16.918277,0.046598
1801.611000,0.108927,16.928187,0.046598
1802.093000,0.111849,16.938001,0.046598
1802.575000,0.112122,16.947720,0.046598
1803.057000,0.113775,16.957342,0.046598
1803.539000,0.113505,16.966866,0.046598
1804.021000,0.110246,16.976291,0.046598
1804.503000,0.110937,16.985616,0.046598
1804.985000,0.109428,16.994840,0.046598
1805.467000,0.106616,17.003963,0.046598
1805.949000,0.106975,17.012982,0.046598
1806.431000,0.105842,17.021897,0.046598
1806.913000,0.108082,17.030707,0.046598
1807.395000,0.109029,17.039412,0.046598
1807.877000,0.109922,17.048009,0.046598
1808.359000,0.110200,17.056499,0.046598
1808.841000,0.112533,17.064881,0.046598
1809.323000,0.115497,17.073152,0.046598
1809.805000,0.121609,17.081314,0.046598
1810.287000,0.125734,17.089364,0.046598
1810.769000,0.129227,17.097302,0.046598
1811.251000,0.132864,17.105127,0.046598
1811.733000,0.134616,17.112839,0.046598
1812.215000,0.135778,17.120435,0.046598
1812.697000,0.137818,17.127917,0.046598
1813.179000,0.138626,17.135283,0.046598
1813.661000,0.140878,17.142532,0.046598
1814.143000,0.141970,17.149664,0.046598
1814.625000,0.140809,17.156677,0.046598
1815.107000,0.138230,17.163572,0.046598
1815.589000,0.137190,17.170347,0.046598
1816.071000,0.137326,17.177002,0.046598
1816.553000,0.137562,17.183536,0.046598
1817.035000,0.137368,17.189950,0.046598
1817.517000,0.136929,17.196241,0.046598
1817.999000,0.136061,17.202410,0.046598
1818.481000,0.135763,17.208455,0.046598
1818.963000,0.134416,17.214378,0.046598
1819.445000,0.134296,17.220176,0.046598
1819.927000,0.137007,17.225850,0.046598
1820.409000,0.139236,17.231398,0.046598
1820.891000,0.139448,17.236822,0.046598
1821.373000,0.140412,17.242119,0.046598
1821.855000,0.141345,17.247290,0.046598
1822.337000,0.141088,17.252335,0.046598
1822.819000,0.139097,17.257252,0.046598
1823.301000,0.139693,17.262042,0.046598
1823.783000,0.140469,17.266705,0.046598
1824.265000,0.140947,17.271239,0.046598
1824.747000,0.140410,17.275645,0.046598
1825.229000,0.139045,17.279922,0.046598
1825.711000,0.139753,17.284070,0.046598
1826.193000,0.142249,17.288089,0.046598
1826.675000,0.145206,17.291979,0.046598
1827.157000,0.145688,17.295739,0.046598
1827.639000,0.145713,17.299369,0.046598
1828.121000,0.148451,17.302869,0.046598
1828.603000,0.150239,17.306239,0.046598
1829.085000,0.149803,17.309479,0.046598
1829.567000,0.150423,17.312588,0.046598
1830.049000,0.152044,17.315567,0.046598
1830.531000,0.151625,17.318416,0.046598
1831.013000,0.150667,17.321134,0.046598
1831.495000,0.150334,17.323721,0.046598
1831.977000,0.149587,17.326177,0.046598
1832.459000,0.148114,17.328503,0.046598
1832.941000,0.144728,17.330699,0.046598
1833.423000,0.140468,17.332763,0.046598
1833.905000,0.137726,17.334698,0.046598
1834.387000,0.136367,17.336501,0.046598
1834.869000,0.137636,17.338175,0.046598
1835.351000,0.137627,17.339718,0.046598
1835.833000,0.136844,17.341131,0.046598
1836.315000,0.135068,17.342415,0.046598
1836.797000,0.131998,17.343568,0.046598
1837.279000,0.127842,17.344592,0.046598
1837.761000,0.124163,17.345487,0.046598
1838.243000,0.121687,17.346252,0.046598
1838.725000,0.116779,17.346889,0.046598
1839.207000,0.109067,17.347397,0.046598
1839.689000,0.103985,17.347777,0.046598
1840.171000,0.100136,17.348029,0.046598
1840.653000,0.099335,17.348153,0.046598
1841.135000,0.099217,17.348150,0.046598
1841.617000,0.101845,17.348019,0.046598
1842.099000,0.103227,17.347762,0.046598
1842.581000,0.106089,17.347379,0.046598
1843.063000,0.108368,17.346869,0.046598
1843.545000,0.112158,17.346234,0.046598
1844.027000,0.116811,17.345474,0.046598
1844.509000,0.121040,17.344590,0.046598
1844.991000,0.127021,17.343581,0.046598
1845.473000,0.129865,17.342448,0.046598
1845.955000,0.130417,17.341192,0.046598
1846.437000,0.133284,17.339813,0.046598
1846.919000,0.134747,17.338311,0.046598
1847.401000,0.135086,17.336688,0.046598
1847.883000,0.131527,17.334944,0.046598
1848.365000,0.128398,17.333079,0.046598
1848.847000,0.124817,17.331094,0.046598
1849.329000,0.122817,17.328989,0.046598
1849.811000,0.119152,17.326766,0.046598
1850.293000,0.115849,17.324424,0.046598
1850.775000,0.114778,17.321965,0.046598
1851.257000,0.111066,17.319389,0.046598
1851.739000,0.110956,17.316697,0.046598
1852.221000,0.106734,17.313889,0.046598
1852.703000,0.103697,17.310967,0.046598
1853.185000,0.103811,17.307930,0.046598
1853.667000,0.101485,17.304780,0.046598
1854.149000,0.099608,17.301518,0.046598
1854.631000,0.096142,17.298144,0.046598
1855.113000,0.093665,17.294659,0.046598
1855.595000,0.093163,17.291064,0.046598
1856.077000,0.090423,17.287359,0.046598
1856.559000,0.087669,17.283546,0.046598
1857.041000,0.085269,17.279626,0.046598
1857.523000,0.084674,17.275598,0.046598
1858.005000,0.081134,17.271465,0.046598
1858.487000,0.080465,17.267227,0.046598
1858.969000,0.075454,17.262884,0.046598
1859.451000,0.073954,17.258439,0.046598
1859.933000,0.071612,17.253891,0.046598
1860.415000,0.069210,17.249242,0.046598
1860.897000,0.070403,17.244492,0.046598
1861.379000,0.069870,17.239643,0.046598
1861.861000,0.069153,17.234696,0.046598
1862.343000,0.068353,17.229651,0.046598
1862.825000,0.067080,17.224510,0.046598
1863.307000,0.068064,17.219273,0.046598
1863.789000,0.069281,17.213942,0.046598
1864.271000,0.072028,17.208518,0.046598
1864.753000,0.072898,17.203001,0.046598
1865.235000,0.074175,17.197393,0.046598
1865.717000,0.073686,17.191694,0.046598
1866.199000,0.073554,17.185907,0.046598
1866.681000,0.071835,17.180031,0.046598
1867.163000,0.071227,17.174069,0.046598
1867.645000,0.071303,17.168021,0.046598
1868.127000,0.067895,17.161888,0.046598
1868.609000,0.065296,17.155671,0.046598
1869.091000,0.062311,17.149372,0.046598
1869.573000,0.059304,17.142992,0.046598
1870.055000,0.057230,17.136532,0.046598
1870.537000,0.056558,17.129992,0.046598
1871.019000,0.055317,17.123375,0.046598
